Sentences,Label
"certain it was that he headed from the first for the city of zretazoola, where sombelenë in her temple dwelt; though all the mundane plain, its rivers and mountains, lay between shepperalk's home and the city he sought",1
"when first the feet of the centaur touched the grass of that soft alluvial earth he blew for joy upon the silver horn, he pranced and caracoled, he gambolled over the leagues; pace came to him like a maiden with a lamp, a new and beautiful wonder; the wind laughed as it passed him",1
"he put his head down low to the scent of the flowers, he lifted it up to be nearer the unseen stars, he revelled through kingdoms, took rivers in his stride; how shall i tell you, ye that dwell in cities, how shall i tell you what he felt as he galloped",1
he felt for strength like the towers of bel-narana; for lightness like those gossamer palaces that the fairy-spider builds 'twixt heaven and sea along the coasts of zith; for swiftness like some bird racing up from the morning to sing in some city's spires before daylight comes,1
he was the sworn companion of the wind,1
"for joy he was as a song; the lightnings of his legendary sires, the earlier gods, began to mix with his blood; his hooves thundered",1
"he came to the cities of men, and all men trembled, for they remembered the ancient mythical wars, and now they dreaded new battles and feared for the race of man",1
"not by clio are these wars recorded; history does not know them, but what of that",1
"not all of us have sat at historians' feet, but all have learned fable and myth at their mothers' knees",1
and there were none that did not fear strange wars when they saw shepperalk swerve and leap along the public ways,1
so he passed from city to city,1
"by night he lay down unpanting in the reeds of some marsh or a forest; before dawn he rose triumphant, and hugely drank of some river in the dark, and splashing out of it would trot to some high place to find the sunrise, and to send echoing eastwards the exultant greetings of his jubilant horn",1
and lo,1
"the sunrise coming up from the echoes, and the plains new-lit by the day, and the leagues spinning by like water flung from a top, and that gay companion, the loudly laughing wind, and men and the fears of men and their little cities; and, after that, great rivers and waste spaces and huge new hills, and then new lands beyond them, and more cities of men, and always the old companion, the glorious wind",1
"kingdom by kingdom slipt by, and still his breath was even",1
"it is a golden thing to gallop on good turf in one's youth, said the young man-horse, the centaur",1
"ha, ha, said the wind of the hills, and the winds of the plain answered",1
"bells pealed in frantic towers, wise men consulted parchments, astrologers sought of the portent from the stars, the aged made subtle prophecies",1
is he not swift,1
said the young,1
"how glad he is, said children",1
"night after night brought him sleep, and day after day lit his gallop, till he came to the lands of the athalonian men who live by the edges of the mundane plain, and from them he came to the lands of legend again such as those in which he was cradled on the other side of the world, and which fringe the marge of the world and mix with the twilight",1
"and there a mighty thought came into his untired heart, for he knew that he neared zretazoola now, the city of sombelenë",1
"it was late in the day when he neared it, and clouds coloured with evening rolled low on the plain before him; he galloped on into their golden mist, and when it hid from his eyes the sight of things, the dreams in his heart awoke and romantically he pondered all those rumours that used to come to him from sombelenë, because of the fellowship of fabulous things",1
she dwelt (said evening secretly to the bat) in a little temple by a lone lakeshore,1
"a grove of cypresses screened her from the city, from zretazoola of the climbing ways",1
"and opposite her temple stood her tomb, her sad lake-sepulchre with open door, lest her amazing beauty and the centuries of her youth should ever give rise to the heresy among men that lovely sombelenë was immortal: for only her beauty and her lineage were divine",1
her father had been half centaur and half god; her mother was the child of a desert lion and that sphinx that watches the pyramids;--she was more mystical than woman,1
"her beauty was as a dream, was as a song; the one dream of a lifetime dreamed on enchanted dews, the one song sung to some city by a deathless bird blown far from his native coasts by storm in paradise",1
"dawn after dawn on mountains of romance or twilight after twilight could never equal her beauty; all the glow-worms had not the secret among them nor all the stars of night; poets had never sung it nor evening guessed its meaning; the morning envied it, it was hidden from lovers",1
"she was unwed, unwooed",1
"the lions came not to woo her because they feared her strength, and the gods dared not love her because they knew she must die",1
"this was what evening had whispered to the bat, this was the dream in the heart of shepperalk as he cantered blind through the mist",1
"and suddenly there at his hooves in the dark of the plain appeared the cleft in the legendary lands, and zretazoola sheltering in the cleft, and sunning herself in the evening",1
"swiftly and craftily he bounded down by the upper end of the cleft, and entering zretazoola by the outer gate which looks out sheer on the stars, he galloped suddenly down the narrow streets",1
"many that rushed out on to balconies as he went clattering by, many that put their heads from glittering windows, are told of in olden song",1
"shepperalk did not tarry to give greetings or to answer challenges from martial towers, he was down through the earthward gateway like the thunderbolt of his sires, and, like leviathan who has leapt at an eagle, he surged into the water between temple and tomb",1
"he galloped with half-shut eyes up the temple-steps, and, only seeing dimly through his lashes, seized sombelenë by the hair, undazzled as yet by her beauty, and so haled her away; and, leaping with her over the floorless chasm where the waters of the lake fall unremembered away into a hole in the world, took her we know not where, to be her slave for all centuries that are allowed to his race",1
three blasts he gave as he went upon that silver horn that is the world-old treasure of the centaurs,1
these were his wedding bells,1
"when thangobrind the jeweller heard the ominous cough, he turned at once upon that narrow way",1
"a thief was he, of very high repute, being patronized by the lofty and elect, for he stole nothing smaller than the moomoo's egg, and in all his life stole only four kinds of stone--the ruby, the diamond, the emerald, and the sapphire; and, as jewellers go, his honesty was great",1
"now there was a merchant prince who had come to thangobrind and had offered his daughter's soul for the diamond that is larger than the human head and was to be found on the lap of the spider-idol, hlo-hlo, in his temple of moung-ga-ling; for he had heard that thangobrind was a thief to be trusted",1
"thangobrind oiled his body and slipped out of his shop, and went secretly through byways, and got as far as snarp, before anybody knew that he was out on business again or missed his sword from its place under the counter",1
"thence he moved only by night, hiding by day and rubbing the edges of his sword, which he called mouse because it was swift and nimble",1
the jeweller had subtle methods of travelling; nobody saw him cross the plains of zid; nobody saw him come to mursk or tlun,1
"o, but he loved shadows",1
"once the moon peeping out unexpectedly from a tempest had betrayed an ordinary jeweller; not so did it undo thangobrind: the watchman only saw a crouching shape that snarled and laughed: 'tis but a hyena, they said",1
"once in the city of ag one of the guardians seized him, but thangobrind was oiled and slipped from his hand; you scarcely heard his bare feet patter away",1
"he knew that the merchant prince awaited his return, his little eyes open all night and glittering with greed; he knew how his daughter lay chained up and screaming night and day",1
"ah, thangobrind knew",1
and had he not been out on business he had almost allowed himself one or two little laughs,1
"but business was business, and the diamond that he sought still lay on the lap of hlo-hlo, where it had been for the last two million years since hlo-hlo created the world and gave unto it all things except that precious stone called dead man's diamond",1
"the jewel was often stolen, but it had a knack of coming back again to the lap of hlo-hlo",1
"thangobrind knew this, but he was no common jeweller and hoped to outwit hlo-hlo, perceiving not the trend of ambition and lust and that they are vanity",1
"how nimbly he threaded his way through he pits of snood--now like a botanist, scrutinising the ground; now like a dancer, leaping from crumbling edges",1
"it was quite dark when he went by the towers of tor, where archers shoot ivory arrows at strangers lest any foreigner should alter their laws, which are bad, but not to be altered by mere aliens",1
at night they shoot by the sound of the strangers' feet,1
"o, thangobrind, thangobrind, was ever a jeweller like you",1
"he dragged two stones behind him by long cords, and at these the archers shot",1
"tempting indeed was the snare that they set in woth, the emeralds loose-set in the city's gate; but thangobrind discerned the golden cord that climbed the wall from each and the weights that would topple upon him if he touched one, and so he left them, though he left them weeping, and at last came to theth",1
"there all men worship hlo-hlo; though they are willing to believe in other gods, as missionaries attest, but only as creatures of the chase for the hunting of hlo-hlo, who wears their halos, so these people say, on golden hooks along his hunting-belt",1
"and from theth he came to the city of moung and the temple of moung-ga-ling, and entered and saw the spider-idol, hlo-hlo, sitting there with dead man's diamond glittering on his lap, and looking for all the world like a full moon, but a full moon seen by a lunatic who had slept too long in its rays, for there was in dead man's diamond a certain sinister look and a boding of things to happen that are better not mentioned here",1
the face of the spider-idol was lit by that fatal gem; there was no other light,1
"in spite of his shocking limbs and that demoniac body, his face was serene and apparently unconscious",1
"a little fear came into the mind of thangobrind the jeweller, a passing tremor--no more; business was business and he hoped for the best",1
thangobrind offered honey to hlo-hlo and prostrated himself before him,1
"oh, he was cunning",1
"when the priests stole out of the darkness to lap up the honey they were stretched senseless on the temple floor, for there was a drug in the honey that was offered to hlo-hlo",1
"and thangobrind the jeweller picked dead man's diamond up and put it on his shoulder and trudged away from the shrine; and hlo-hlo the spider-idol said nothing at all, but he laughed softly as the jeweller shut the door",1
"when the priests awoke out of the grip of the drug that was offered with the honey to hlo-hlo, they rushed to a little secret room with an outlet on the stars and cast a horoscope of the thief",1
something that they saw in the horoscope seemed to satisfy the priests,1
it was not like thangobrind to go back by the road by which he had come,1
"no, he went by another road, even though it led to the narrow way, night-house and spider-forest",1
"the city of moung went towering by behind him, balcony above balcony, eclipsing half the stars, as he trudged away with his diamond",1
"though when a soft pittering as of velvet feet arose behind him he refused to acknowledge that it might be what he feared, yet the instincts of his trade told him that it is not well when any noise whatever follows a diamond by night, and this was one of the largest that had ever come to him in the way of business",1
"when he came to the narrow way that leads to spider-forest, dead man's diamond feeling cold and heavy, and the velvety footfall seeming fearfully close, the jeweller stopped and almost hesitated",1
he looked behind him; there was nothing there,1
he listened attentively; there was no sound now,1
"then he thought of the screams of the merchant prince's daughter, whose soul was the diamond's price, and smiled and went stoutly on",1
"there watched him, apathetically, over the narrow way, that grim and dubious woman whose house is the night",1
"thangobrind, hearing no longer the sound of suspicious feet, felt easier now",1
"he was all but come to the end of the narrow way, when the woman listlessly uttered that ominous cough",1
the cough was too full of meaning to be disregarded,1
thangobrind turned round and saw at once what he feared,1
the spider-idol had not stayed at home,1
the jeweller put his diamond gently upon the ground and drew his sword called mouse,1
and then began that famous fight upon the narrow way in which the grim old woman whose house was night seemed to take so little interest,1
to the spider-idol you saw at once it was all a horrible joke,1
to the jeweller it was grim earnest,1
"he fought and panted and was pushed back slowly along the narrow way, but he wounded hlo-hlo all the while with terrible long gashes all over his deep, soft body till mouse was slimy with blood",1
"but at last the persistent laughter of hlo-hlo was too much for the jeweller's nerves, and, once more wounding his demoniac foe, he sank aghast and exhausted by the door of the house called night at the feet of the grim old woman, who having uttered once that ominous cough interfered no further with the course of events",1
"and there carried thangobrind the jeweller away those whose duty it was, to the house where the two men hang, and taking down from his hook the left-hand one of the two, they put that venturous jeweller in his place; so that there fell on him the doom that he feared, as all men know though it is so long since, and there abated somewhat the ire of the envious gods",1
"and the only daughter of the merchant prince felt so little gratitude for this great deliverance that she took to respectability of a militant kind, and became aggressively dull, and called her home the english riviera, and had platitudes worked in worsted upon her tea-cosy, and in the end never died, but passed away at her residence",1
when i came to the house of the sphinx it was already dark,1
they made me eagerly welcome,1
"and i, in spite of the deed, was glad of any shelter from that ominous wood",1
"i saw at once that there had been a deed, although a cloak did all that a cloak may do to conceal it",1
the mere uneasiness of the welcome made me suspect that cloak,1
the sphinx was moody and silent,1
"i had not come to pry into the secrets of eternity nor to investigate the sphinx's private life, and so had little to say and few questions to ask; but to whatever i did say she remained morosely indifferent",1
"it was clear that either she suspected me of being in search of the secrets of one of her gods, or of being boldly inquisitive about her traffic with time, or else she was darkly absorbed with brooding upon the deed",1
i saw soon enough that there was another than me to welcome; i saw it from the hurried way that they glanced from the door to the deed and back to the door again,1
and it was clear that the welcome was to be a bolted door,1
"but such bolts, and such a door",1
"rust and decay and fungus had been there far too long, and it was not a barrier any longer that would keep out even a determined wolf",1
and it seemed to be something worse than a wolf that they feared,1
"a little later on i gathered from what they said that some imperious and ghastly thing was looking for the sphinx, and that something that had happened had made its arrival certain",1
"it appeared that they had slapped the sphinx to vex her out of her apathy in order that she should pray to one of her gods, whom she had littered in the house of time; but her moody silence was invincible, and her apathy oriental, ever since the deed had happened",1
"and when they found that they could not make her pray, there was nothing for them to do but to pay little useless attentions to the rusty lock of the door, and to look at the deed and wonder, and even pretend to hope, and to say that after all it might not bring that destined thing from the forest, which no one named",1
"it may be said i had chosen a gruesome house, but not if i had described the forest from which i came, and i was in need of any spot wherein i could rest my mind from the thought of it",1
"i wondered very much what thing would come from the forest on account of the deed; and having seen that forest--as you, gentle reader, have not--i had the advantage of knowing that anything might come",1
"it was useless to ask the sphinx--she seldom reveals things, like her paramour time (the gods take after her), and while this mood was on her, rebuff was certain",1
so i quietly began to oil the lock of the door,1
and as soon as they saw this simple act i won their confidence,1
it was not that my work was of any use--it should have been done long before; but they saw that my interest was given for the moment to the thing that they thought vital,1
they clustered round me then,1
"they asked me what i thought of the door, and whether i had seen better, and whether i had seen worse; and i told them about all the doors i knew, and said that the doors of the baptistry in florence were better doors, and the doors made by a certain firm of builders in london were worse",1
and then i asked them what it was that was coming after the sphinx because of the deed,1
"and at first they would not say, and i stopped oiling the door; and then they said that it was the arch-inquisitor of the forest, who is investigator and avenger of all silverstrian things; and from all that they said about him it seemed to me that this person was quite white, and was a kind of madness that would settle down quite blankly upon a place, a kind of mist in which reason could not live; and it was the fear of this that made them fumble nervously at the lock of that rotten door; but with the sphinx it was not so much fear as sheer prophecy",1
"the hope that they tried to hope was well enough in its way, but i did not share it; it was clear that the thing that they feared was the corollary of the deed--one saw that more by the resignation upon the face of the sphinx than by their sorry anxiety for the door",1
"the wind soughed, and the great tapers flared, and their obvious fear and the silence of the sphinx grew more than ever a part of the atmosphere, and bats went restlessly through the gloom of the wind that beat the tapers low",1
"then a few things screamed far off, then a little nearer, and something was coming towards us, laughing hideously",1
i hastily gave a prod to the door that they guarded; my finger sank right into the mouldering wood--there was not a chance of holding it,1
"i had not leisure to observe their fright; i thought of the back-door, for the forest was better than this; only the sphinx was absolutely calm, her prophecy was made and she seemed to have seen her doom, so that no new thing could perturb her",1
"but by mouldering rungs of ladders as old as man, by slippery edges of the dreaded abyss, with an ominous dizziness about my heart and a feeling of horror in the soles of my feet, i clambered from tower to tower till i found the door that i sought; and it opened on to one of the upper branches of a huge and sombre pine, down which i climbed on to the floor of the forest",1
and i was glad to be back again in the forest from which i had fled,1
"and the sphinx in her menaced house--i know not how she fared--whether she gazes for ever, disconsolate, at the deed, remembering only in her smitten mind, at which the little boys now leer, that she once knew well those things at which man stands aghast; or whether in the end she crept away, and clambering horribly from abyss to abyss, came at last to higher things, and is wise and eternal still",1
for who knows of madness whether it is divine or whether it be of the pit,1
"when the nomads came to el lola they had no more songs, and the question of stealing the golden box arose in all its magnitude",1
"on the one hand, many had sought the golden box, the receptacle (as the aethiopians know) of poems of fabulous value; and their doom is still the common talk of arabia",1
"on the other hand, it was lonely to sit around the camp-fire by night with no new songs",1
it was the tribe of heth that discussed these things one evening upon the plains below the peak of mluna,1
"their native land was the track across the world of immemorial wanderers; and there was trouble among the elders of the nomads because there were no new songs; while, untouched by human trouble, untouched as yet by the night that was hiding the plains away, the peak of mluna, calm in the after-glow, looked on the dubious land",1
"and it was there on the plain upon the known side of mluna, just as the evening star came mouse-like into view and the flames of the camp-fire lifted their lonely plumes uncheered by any song, that that rash scheme was hastily planned by the nomads which the world has named the quest of the golden box",1
"no measure of wiser precaution could the elders of the nomads have taken than to choose for their thief that very slith, that identical thief that (even as i write) in how many school-rooms governesses teach stole a march on the king of westalia",1
"yet the weight of the box was such that others had to accompany him, and sippy and slorg were no more agile thieves than may be found today among vendors of the antique",1
so over the shoulder of mluna these three climbed next day and slept as well as they might among its snows rather than risk a night in the woods of the dubious land,1
"and the morning came up radiant and the birds were full of song, but the forest underneath and the waste beyond it and the bare and ominous crags all wore the appearance of an unuttered threat",1
"though slith had an experience of twenty years of theft, yet he said little; only if one of the others made a stone roll with his foot, or, later on in the forest, if one of them stepped on a twig, he whispered sharply to them always the same words: that is not business",1
"he knew that he could not make them better thieves during a two days' journey, and whatever doubts he had he interfered no further",1
"from the shoulder of mluna they dropped into the clouds, and from the clouds to the forest, to whose native beasts, as well the three thieves knew, all flesh was meat, whether it were the flesh of fish or man",1
"there the thieves drew idolatrously from their pockets each one a separate god and prayed for protection in the unfortunate wood, and hoped therefrom for a threefold chance of escape, since if anything should eat one of them it were certain to eat them all, and they confided that the corollary might be true and all should escape if one did",1
"whether one of these gods was propitious and awake, or whether all of the three, or whether it was chance that brought them through the forest unmouthed by detestable beasts, none knoweth; but certainly neither the emissaries of the god that most they feared, nor the wrath of the topical god of that ominous place, brought their doom to the three adventurers there or then",1
"and so it was that they came to rumbly heath, in the heart of the dubious land, whose stormy hillocks were the ground-swell and the after-wash of the earthquake lulled for a while",1
"something so huge that it seemed unfair to man that it should move so softly stalked splendidly by them, and only so barely did they escape its notice that one word rang and echoed through their three imaginations--if--if--if",1
"and when this danger was at last gone by they moved cautiously on again and presently saw the little harmless mipt, half fairy and half gnome, giving shrill, contented squeaks on the edge of the world",1
"and they edged away unseen, for they said that the inquisitiveness of the mipt had become fabulous, and that, harmless as he was, he had a bad way with secrets; yet they probably loathed the way that he nuzzles dead white bones, and would not admit their loathing; for it does not become adventurers to care who eats their bones",1
"be this as it may, they edged away from the mipt, and came almost at once to the wizened tree, the goal-post of their adventure, and knew that beside them was the crack in the world and the bridge from bad to worse, and that underneath them stood the rocky house of owner of the box",1
"this was their simple plan: to slip into the corridor in the upper cliff; to run softly down it (of course with naked feet) under the warning to travellers that is graven upon stone, which interpreters take to be it is better not; not to touch the berries that are there for a purpose, on the right side going down; and so to come to the guardian on his pedestal who had slept for a thousand years and should be sleeping still; and go in through the open window",1
"one man was to wait outside by the crack in the world until the others came out with the golden box, and, should they cry for help, he was to threaten at once to unfasten the iron clamp that kept the crack together",1
"when the box was secured they were to travel all night and all the following day, until the cloud-banks that wrapped the slopes of mluna were well between them and owner of the box",1
the door in the cliff was open,1
"they passed without a murmur down the cold steps, slith leading them all the way",1
"a glance of longing, no more, each gave to the beautiful berries",1
the guardian upon his pedestal was still asleep,1
"slorg climbed by a ladder, that slith knew where to find, to the iron clamp across the crack in the world, and waited beside it with a chisel in his hand, listening closely for anything untoward, while his friends slipped into the house; and no sound came",1
"and presently slith and sippy found the golden box: everything seemed happening as they had planned, it only remained to see if it was the right one and to escape with it from that dreadful place",1
"under the shelter of the pedestal, so near to the guardian that they could feel his warmth, which paradoxically had the effect of chilling the blood of the boldest of them, they smashed the emerald hasp and opened the golden box; and there they read by the light of ingenious sparks which slith knew how to contrive, and even this poor light they hid with their bodies",1
"what was their joy, even at that perilous moment, as they lurked between the guardian and the abyss, to find that the box contained fifteen peerless odes in the alcaic form, five sonnets that were by far the most beautiful in the world, nine ballads in the manner of provence that had no equal in the treasuries of man, a poem addressed to a moth in twenty-eight perfect stanzas, a piece of blank verse of over a hundred lines on a level not yet known to have been attained by man, as well as fifteen lyrics on which no merchant would dare to set a price",1
"they would have read them again, for they gave happy tears to a man and memories of dear things done in infancy, and brought sweet voices from far sepulchres; but slith pointed imperiously to the way by which they had come, and extinguished the light; and slorg and sippy sighed, then took the box",1
the guardian still slept the sleep that survived a thousand years,1
as they came away they saw that indulgent chair close by the edge of the world in which owner of the box had lately sat reading selfishly and alone the most beautiful songs and verses that poet ever dreamed,1
"they came in silence to the foot of the stairs; and then it befell that as they drew near safely, in the night's most secret hour, some hand in an upper chamber lit a shocking light, lit it and made no sound",1
"for a moment it might have been an ordinary light, fatal as even that could very well be at such a moment as this; but when it began to follow them like an eye and to grow redder and redder as it watched them, then even optimism despaired",1
"and sippy very unwisely attempted flight, and slorg even as unwisely tried to hide; but slith, knowing well why that light was lit in that secret upper chamber and _who_ it was that lit it, leaped over the edge of the world and is falling from us still through the unreverberate blackness of the abyss",1
"pombo the idolater had prayed to ammuz a simple prayer, a necessary prayer, such as even an idol of ivory could very easily grant, and ammuz had not immediately granted it",1
"pombo had therefore prayed to tharma for the overthrow of ammuz, an idol friendly to tharma, and in doing this offended against the etiquette of the gods",1
tharma refused to grant the little prayer,1
"pombo prayed frantically to all the gods of idolatry, for though it was a simple matter, yet it was very necessary to a man",1
"and gods that were older than ammuz rejected the prayers of pombo, and even gods that were younger and therefore of greater repute",1
"he prayed to them one by one, and they all refused to hear him; nor at first did he think at all of that subtle, divine etiquette against which he had offended",1
"it occurred to him all at once as he prayed to his fiftieth idol, a little green-jade god whom the chinese know, that all the idols were in league against him",1
"when pombo discovered this he resented his birth bitterly, and made lamentation and alleged that he was lost",1
"he might have been seen then in any part of london haunting curiosity-shops and places where they sold idols of ivory or of stone, for he dwelt in london with others of his race though he was born in burmah among those who hold ganges holy",1
"on drizzly evenings of november's worst his haggard face could be seen in the glow of some shop pressed close against the glass, where he would supplicate some calm, cross-legged idol till policemen moved him on",1
"and after closing hours back he would go to his dingy room, in that part of our capital where english is seldom spoken, to supplicate little idols of his own",1
"and when pombo's simple, necessary prayer was equally refused by the idols of museums, auction-rooms, shops, then he took counsel with himself and purchased incense and burned it in a brazier before his own cheap little idols, and played the while upon an instrument such as that wherewith men charm snakes",1
and still the idols clung to their etiquette,1
"whether pombo knew about this etiquette and considered it frivolous in the face of his need, or whether his need, now grown desperate, unhinged his mind, i know not, but pombo the idolater took a stick and suddenly turned iconoclast",1
"pombo the iconoclast immediately left his house, leaving his idols to be swept away with the dust and so to mingle with man, and went to an arch-idolater of repute who carved idols out of rare stones, and put his case before him",1
the arch-idolater who made idols of his own rebuked pombo in the name of man for having broken his idols--for hath not man made them,1
"the arch-idolater said; and concerning the idols themselves he spoke long and learnedly, explaining divine etiquette, and how pombo had offended, and how no idol in the world would listen to pombo's prayer",1
"when pombo heard this he wept and made bitter outcry, and cursed the gods of ivory and the gods of jade, and the hand of man that made them, but most of all he cursed their etiquette that had undone, as he said, an innocent man; so that at last that arch-idolater, who made idols of his own, stopped in his work upon an idol of jasper for a king that was weary of wosh, and took compassion on pombo, and told him that though no idol in the world would listen to his prayer, yet only a little way over the edge of it a certain disreputable idol sat who knew nothing of etiquette, and granted prayers that no respectable god would ever consent to hear",1
"when pombo heard this he took two handfuls of the arch-idolater's beard and kissed them joyfully, and dried his tears and became his old impertinent self again",1
"and he that carved from jasper the usurper of wosh explained how in the village of world's end, at the furthest end of last street, there is a hole that you take to be a well, close by the garden wall, but that if you lower yourself by your hands over the edge of the hole, and feel about with your feet till they find a ledge, that is the top step of a flight of stairs that takes you down over the edge of the world",1
"for all that men know, those stairs may have a purpose and even a bottom step, said the arch-idolater, but discussion about the lower flights is idle",1
"then the teeth of pombo chattered, for he feared the darkness, but he that made idols of his own explained that those stairs were always lit by the faint blue gloaming in which the world spins",1
"then, he said, you will go by lonely house and under the bridge that leads from the house to nowhere, and whose purpose is not guessed; thence past maharrion, the god of flowers, and his high-priest, who is neither bird nor cat; and so you will come to the little idol duth, the disreputable god that will grant your prayer",1
"and he went on carving again at his idol of jasper for the king who was weary of wosh; and pombo thanked him and went singing away, for in his vernacular mind he thought that he _had_ the gods",1
"it is a long journey from london to world's end, and pombo had no money left, yet within five weeks he was strolling along last street; but how he contrived to get there i will not say, for it was not entirely honest",1
"and pombo found the well at the end of the garden beyond the end house of last street, and many thoughts ran through his mind as he hung by his hands from the edge, but chiefest of all those thoughts was one that said the gods were laughing at him through the mouth of the arch-idolater, their prophet, and the thought beat in his head till it ached like his wrists  and then he found the step",1
and pombo walked downstairs,1
"there, sure enough, was the gloaming in which the world spins, and stars shone far off in it faintly; there was nothing before him as he went downstairs but that strange blue waste of gloaming, with its multitudes of stars, and comets plunging through it on outward journeys and comets returning home",1
"and then he saw the lights of the bridge to nowhere, and all of a sudden he was in the glare of the shimmering parlour-window of lonely house; and he heard voices there pronouncing words, and the voices were nowise human, and but for his bitter need he had screamed and fled",1
"halfway between the voices and maharrion, whom he now saw standing out from the world, covered in rainbow halos, he perceived the weird grey beast that is neither cat nor bird",1
"as pombo hesitated, chilly with fear, he heard those voices grow louder in lonely house, and at that he stealthily moved a few steps lower, and then rushed past the beast",1
"the beast intently watched maharrion hurling up bubbles that are every one a season of spring in unknown constellations, calling the swallows home to unimagined fields, watched him without even turning to look at pombo, and saw him drop into the linlunlarna, the river that rises at the edge of the world, the golden pollen that sweetens the tide of the river and is carried away from the world to be a joy to the stars",1
and there before pombo was the little disreputable god who cares nothing for etiquette and will answer prayers that are refused by all the respectable idols,1
"and whether the view of him, at last, excited pombo's eagerness, or whether his need was greater than he could bear that it drove him so swiftly downstairs, or whether, as is most likely, he ran too fast past the beast, i do not know, and it does not matter to pombo; but at any rate he could not stop, as he had designed, in attitude of prayer at the feet of duth, but ran on past him down the narrowing steps, clutching at smooth, bare rocks till he fell from the world as, when our hearts miss a beat, we fall in dreams and wake up with a dreadful jolt; but there was no waking up for pombo, who still fell on towards the incurious stars, and his fate is even one with the fate of slith",1
"things had grown too hot for shard, captain of pirates, on all the seas that he knew",1
"the ports of spain were closed to him; they knew him in san domingo; men winked in syracuse when he went by; the two kings of the sicilies never smiled within an hour of speaking of him; there were huge rewards for his head in every capital city, with pictures of it for identification--_and all the pictures were unflattering_",1
therefore captain shard decided that the time had come to tell his men the secret,1
"riding off teneriffe one night, he called them all together",1
he generously admitted that there were things in the past that might require explanation: the crowns that the princes of aragon had sent to their nephews the kings of the two americas had certainly never reached their most sacred majesties,1
"where, men might ask, were the eyes of captain stobbud",1
who had been burning towns on the patagonian seaboard,1
why should such a ship as theirs choose pearls for cargo,1
why so much blood on the decks and so many guns,1
"and where was the _nancy_, the _lark_, or the _margaret belle_",1
"such questions as these, he urged, might be asked by the inquisitive, and if counsel for the defence should happen to be a fool, and unacquainted with the ways of the sea, they might become involved in troublesome legal formulae",1
"and bloody bill, as they rudely called mr gagg, a member of the crew, looked up at the sky, and said that it was a windy night and looked like hanging",1
and some of those present thoughtfully stroked their necks while captain shard unfolded to them his plan,1
"he said the time was come to quit the _desperate lark_, for she was too well known to the navies of four kingdoms, and a fifth was getting to know her, and others had suspicions",1
(more cutters than even captain shard suspected were already looking for her jolly black flag with its neat skull-and-crossbones in yellow),1
"there was a little archipelago that he knew of on the wrong side of the sargasso sea; there were about thirty islands there, bare, ordinary islands, but one of them floated",1
"he had noticed it years ago, and had gone ashore and never told a soul, but had quietly anchored it with the anchor of his ship to the bottom of the sea, which just there was profoundly deep, and had made the thing the secret of his life, determining to marry and settle down there if it ever became impossible to earn his livelihood in the usual way at sea",1
"when first he saw it, it was drifting slowly, with the wind in the tops of the trees; but if the cable had not rusted away, it should be still where he left it, and they would make a rudder and hollow out cabins below, and at night they would hoist sails to the trunks of the trees and sail wherever they liked",1
"and all the pirates cheered, for they wanted to set their feet on land again somewhere where the hangman would not come and jerk them off it at once; and bold men though they were, it was a strain seeing so many lights coming their way at night",1
even then,1
but it swerved away again and was lost in the mist,1
