Sentences,Label
they were called upon to mediate a dispute between a clan  of children and a family of giants over the possession of a cavern,1
"gendel and gorne, it is said,  ultimately resolved the matter through trickery, making both sides disavow any desire for the cavern,  after the brothers discovered it was a part of a greater chain of caverns that eventually passed beneath  the wall",1
"but considering that the wildlings have no letters, their traditions must be looked at with a  jaundiced eye",1
"a possibility arises for a third race to have inhabited the seven kingdoms in the dawn  age, but it is so speculative that it need only be dealt with briefly   among the ironborn, it is said that the first of the first men to come to the iron isles  found the famous seastone chair on old wyk, but that the isles were uninhabited",1
"if true,  the nature and origins of the chair's makers are a mystery",1
"maester kirth in his collection of  ironborn legends, songs the drowned men sing, has suggested that the chair was left by  visitors from across the sunset sea, but there is no evidence for this, only speculation",1
"the c ominc of the f irst m en   according to the most well-regarded accounts from the citadel, anywhere from eight thousand to  twelve thousand years ago, in the southernmost reaches of westeros, a new people crossed the strip  of land that bridged the narrow sea and connected the eastern lands with the land in which the  children and giants lived",1
"it was here that the first men came into dome via the broken arm, which  was not yet broken",1
"why these people left their homelands is lost to all knowing, but when they came,  they came in force",1
"thousands entered and began to settle the lands, and as the decades passed, they  pushed farther and farther north",1
"such tales as we have of those migratory days are not to be trusted,  for they suggest that, within a few short years, the first men had moved beyond the neck and into the  north",1
"yet, in truth, it would have taken decades, even centuries, for this to occur",1
"what does seem to be accurate from all the tales, however, is that the first men soon came to war  with the children of the forest",1
"unlike the children, the first men farmed the land and raised up  ringforts and villages",1
"and in so doing, they took to chopping down the weirwood trees, including  those with carved faces, and for this, the children attacked them, leading to hundreds of years of war",1
"the first men — who had brought with them strange gods, horses, cattle, and weapons of bronze —  were also larger and stronger than the children, and so they were a significant threat",1
"the hunters among the children — their wood dancers — became their warriors as well, but for all  their secret arts of tree and leaf, they could only slow the first men in their advance",1
"the greenseers  employed their arts, and tales say that they could call the beasts of marsh, forest, and air to fight on  their behalf: direwolves and monstrous snowbears, cave lions and eagles, mammoths and serpents,  and more",1
"but the first men proved too powerful, and the children are said to have been driven to a  desperate act",1
a carved weirwood,1
"some contest this, however: the first men were already in westeros when this occurred, and  stemming the tide from the east would do little more than slow their progress",1
"moreover, such power  is beyond even what the greenseers are traditionally said to have been capable of ",1
and even those    accounts appear exaggerated,1
"it is likelier that the inundation of the neck and the breaking of the arm  were natural events, possibly caused by a natural sinking of the land",1
"what became of valyria is  well-known, and in the iron islands, the castle of pyke sits on stacks of stone that were once part of  the greater island before segments of it crumbled into the sea",1
"regardless, the children of the forest fought as fiercely as the first men to defend their lives",1
"inexorably, the war ground on across generations, until at last the children understood that they could  not win",1
"the first men, perhaps tired of war, also wished to see an end to the fighting",1
"the wisest of  both races prevailed, and the chief heroes and rulers of both sides met upon the isle in the gods eye  to form the pact",1
"giving up all the lands of westeros save for the deep forests, the children won from  the first men the promise that they would no longer cut down the weirwoods",1
"all the weirwoods of  the isle on which the pact was forged were then carved with faces so that the gods could witness the  pact, and the order of green men was made afterward to tend to the weirwoods and protect the isle",1
"with the pact, the dawn age of the world drew to a close, and the age of heroes followed",1
whether the green men still survive on their isle is not clear although there is the occasional  account of some foolhardy young riverlord taking a boat to the isle and catching sight of  them before winds rise up or a flock of ravens drives him away,1
"the nursery tales claiming  that they are horned and have dark, green skin is a corruption of the likely truth, which is  that the green men wore green garments and horned headdresses",1
yet what we truly know of  those ancient days is hardly more than what we know of the dawn age,1
"the tales we have now are  the work of septons and maesters writing thousands of years after the fact — yet unlike the children of  the forest and the giants, the first men of this age of heroes left behind some ruins and ancient  castles that can corroborate parts of the legends, and there are stone monuments in the barrow fields  and elsewhere marked with their runes",1
it is through these remnants that we can begin to ferret out the  truth behind the tales,1
what is commonly accepted is that the age of heroes began with the pact and extended through the  thousands of years in which the first men and the children lived in peace with one another,1
"with so  much land ceded to them, the first men at last had room to increase",1
"from the fand of always winter  to the shores of the summer sea, the first men ruled from their ringforts",1
"petty kings and powerful  lords proliferated, but in time some few proved to be stronger than the rest, forging the seeds of the  kingdoms that are the ancestors of the seven kingdoms we know today",1
"the names of the kings of  these earliest realms are caught up in legend, and the tales that claim their individual rules lasted  hundreds of years are to be understood as errors and fantasies introduced by others in later days",1
"names such as brandon the builder, garth greenhand, farm the clever, and durran godsgrief are  names to conjure with, but it is likely that their legends hold less truth than fancy",1
"elsewhere, i shall  endeavor to sift what grain can be found from the chaff, but for now it is enough to acknowledge the  tales",1
"and besides the legendary kings and the hundreds of kingdoms from which the seven kingdoms  were born, stories of such as symeon star-eyes, serwyn of the mirror shield, and other heroes have  become fodder for septons and singers alike",1
did such heroes once exist,1
it may be so,1
but when the  singers number serwyn of the mirror shield as one of the kingsguard — an institution that was only  formed during the reign of aegon the conqueror — we can see why it is that few of these tales can  ever be trusted,1
"the septons who first wrote them down took what details suited them and added  others, and the singers changed them — sometimes beyond all recognition — for the sake of a warm  place in some lord's hall",1
in such a way does some long-dead first man become a knight who  follows the seven and guards the targaryen kings thousands of years after he lived (if he ever did),1
the legion of boys and youths made ignorant of the past history of westeros by these foolish tales  cannot be numbered,1
"it is best to remember that when we speak of these legendary founders of realms, we speak  merely of some early domains — generally centered on a high seat, such as easterly rock or  winterfell — that in time incorporated more and more land and power into their grasp",1
"if  garth greenhand ever ruled what he claimed was the kingdom of the reach, it is doubtful  its writ was anything more than notional beyond a fortnight's ride from his halls",1
but from  such petty domains arose the mightier kingdoms that came to dominate westeros in the    millennia to come,1
a ruined ringfort of the first men,1
"it is also from these histories that we learn of the long  night, when a season of winter came that lasted a generation — a generation in which children were  born, grew into adulthood, and in many cases died without ever seeing the spring",1
"indeed, some of the  old wives' tales say that they never even beheld the light of day, so complete was the winter that fell  on the world",1
"while this last may well be no more than fancy, the fact that some cataclysm took place  many thousands of years ago seems certain",1
"lomas longstrider, in his wonders made by man,  recounts meeting descendants of the rhoynar in the ruins of the festival city of chroyane who have  tales of a darkness that made the rhoyne dwindle and disappear, her waters frozen as far south as the  joining of the selhoru",1
"according to these tales, the return of the sun came only when a hero  convinced mother rhoyne's many children — lesser gods such as the crab king and the old man of  the river — to put aside their bickering and join together to sing a secret song that brought back the  day",1
"it is also written that there are annals in asshai of such a darkness, and of a hero who fought  against it with a red sword",1
"his deeds are said to have been performed before the rise of valyria, in  the earliest age when old ghis was first forming its empire",1
"this legend has spread west from  asshai, and the followers of r'hllor claim that this hero was named azor ahai, and prophesy his  return",1
"in the jade compendium, colloquo votar recounts a curious legend from yi ti, which states  that the sun hid its face from the earth for a lifetime, ashamed at something none could discover, and  that disaster was averted only by the deeds of a woman with a monkey's tail",1
"though the citadel has long sought to learn the manner by which it may predict the length  and change of seasons, all efforts have been confounded",1
"septon barth appeared to argue,  in a fragmentary treatise, that the inconstancy of the seasons was a matter of magical art  rather than trustworthy knowledge",1
maester nicol's the measure of the days — otherwise  a laudable work containing much of use — seems influenced by this argument,1
"based upon  his work on the movement of stars in the firmament, nicol argues unconvincingly that the  seasons might once have been of a regular length, determined solely by the way in which  the globe faces the sun in its heavenly course",1
"the notion behind it seems true enough — that  the lengthening and shortening of days, if more regular, would have led to more regular  seasons — but he could find no evidence that such was ever the case, beyond the most  ancient of tales",1
"however, if this fell winter did take place, as the tales say, the privation would have been terrible  to behold",1
"during the hardest winters, it is customary for the oldest and most infirm amongst the  northmen to claim they are going out hunting — knowing full well they will never return and thus  leaving a little more food for those likelier to survive",1
doubtless this practice was common during the    long night,1
yet there are other tales — harder to credit and yet more central to the old histories — about  creatures known as the others,1
"according to these tales, they came from the frozen land of always  winter, bringing the cold and darkness with them as they sought to extinguish all light and warmth",1
"the tales go on to say they rode monstrous ice spiders and the horses of the dead, resurrected to serve  them, just as they resurrected dead men to fight on their behalf",1
"in the north, they tell of a last hero who sought out the intercession of the children of  the forest, his companions abandoning him or dying one by one as they faced ravenous giants, cold  servants, and the others themselves",1
"alone he finally reached the children, despite the efforts of the  white walkers, and all the tales agree this was a turning point",1
"thanks to the children, the first men of  the night's watch banded together and were able to fight — and win — the battle for the dawn: the last  battle that broke the endless winter and sent the others fleeing to the icy north",1
"now, six thousand    years later (or eight thousand as true history puts forward), the wall made to defend the realms of  men is still manned by the sworn brothers of the night's watch, and neither the others nor the  children have been seen in many centuries",1
"archmaester fomas's lies of the ancients — though little regarded these days for its  erroneous claims regarding the founding of valyria and certain lineal claims in the reach  and westerlands — does speculate that the others of legend were nothing more than a tribe  of the first men, ancestors of the wildlings, that had established itself in the far north",1
"because of the long night, these early wildlings were then pressured to begin a wave of  conquests to the south",1
"that they became monstrous in the tales told thereafter, according to  fomas, reflects the desire of the night's watch and the starks to give themselves a more  heroic identity as saviors of mankind, and not merely the beneficiaries of a struggle over  dominion",1
the dragonlords of valyria,1
"the vast  continent, stretching from the narrow sea to the fabled jade sea and faraway ulthos, seems to be the  place where civilization as we know it developed",1
"the first of these (not withstanding the dubious  claims of qarth, the yitish legends of the great empire of the dawn, and the difficulties of finding  any truth in the tales of legendary asshai) was rooted in old ghis: a city built upon slavery the  legendary founder of the city, grazdan the great, remains so revered that men of the slaver families  are still often given his name",1
"it was he who, according to the oldest histories of the ghiscari,  founded the lockstep legions with their tall shields and three spears, which were the first to fight as  disciplined bodies",1
"old ghis and its army proceeded to colonize its surroundings, then, pressing on,  to subjugate its neighbors",1
"thus was the first empire born, and for centuries it reigned supreme",1
it was on the great peninsula across from slaver's bay that those who brought an end to the empire  of old ghis — though not to all of their ways — originated,1
"sheltered there, amidst the great volcanic  mountains known as the fourteen flames, were the valyrians, who learned to tame dragons and make  them the most fearsome weapon of war that the world ever saw",1
the tales the valyrians told of  themselves claimed they were descended from dragons and were kin to the ones they now controlled,1
"in such fragments of barth's unnatural history as remain, the septon appears to have  considered various legends examining the origins of dragons and how they came to be  controlled by the valyrians",1
"the valyrians themselves claimed that dragons sprang forth as  the children of the fourteen flames, while in qarth the tales state that there was once a  second moon in the sky",1
"one day this moon was scalded by the sun and cracked like an egg,  and a million dragons poured forth",1
"in asshai, the tales are many and confused, but certain  texts — all impossibly ancient — claim that dragons first came from the shadow, a place  where all of our learning fails us",1
"these asshai 'i histories say that a people so ancient they  had no name first tamed dragons in the shadow and brought them to valyria, teaching the  valyrians their arts before departing from the annals",1
"yet if men in the shadow had tamed dragons first, why did they not conquer as the  valyrians did",1
it seems likelier that the valyrian tale is the truest,1
"but there were dragons  in westeros, once, long before the targaryens came, as our own legends and histories tell  us",1
"if dragons did first spring from the fourteen flames, they must have been spread across  much of the known world before they were tamed",1
"and, in fact, there is evidence for this,  as dragon bones have been found as far north as lb, and even in the jungles of sothoryos",1
but the valyrians harnessed and subjugated them as no one else could,1
"the great beauty of the valyrians — with their hair of palest silver or gold and eyes in shades of  purple not found amongst any other peoples of the world — is well-known, and often held up as proof  that the valyrians are not entirely of the same blood as other men",1
"yet there are maesters who point    out that, by careful breeding of animals, one can achieve a desirable result, and that populations in  isolation can often show quite remarkable variations from what might be regarded as common",1
this  may be a likelier answer to the mystery of the valyrian origins although it does not explain the affinity  with dragons that those with the blood of valyria clearly had,1
the valyrians had no kings but instead called themselves the freehold because all the citizenry  who held land had a voice,1
"archons might be chosen to help lead, but they were elected by the lords  freeholder from amongst their number, and only for a limited time",1
it was rare for valyria to be  swayed by one freeholding family alone although it was not entirely unknown either,1
the five great wars between the freehold and old ghis when the world was young are the stuff of  legend — conflagrations that ended each time in the victory of the valyrians over the ghiscari,1
it was  during the fifth and final war that the freehold chose to make sure there would be no sixth war,1
"the  ancient brick walls of old ghis, first erected by grazdan the great in ancient days, were razed",1
the  colossal pyramids and temples and homes were given over to dragonflame,1
"the fields were sown  with salt, lime, and skulls",1
"many of the ghiscari were slain, and still others were enslaved and died  laboring for their conquerors",1
"thus the ghiscari became but another part of the new valyrian empire,  and in time they forgot the tongue that grazdan spoke, learning instead high valyrian",1
so do empires  end and others arise,1
what now remains of the once-proud empire of old ghis is a paltry thing — a few cities  clinging like sores to slaver's bay and another that pretends to be old ghis come again,1
"for after the doom came to valyria, the cities of slaver's bay were able to throw off the  last of the valyrian shackles, ruling themselves in truth rather than playing at it",1
"and what  remained of the ghiscari swiftly reestablished their trade in slaves — though where once  they won them by conquest, now they purchased and bred them",1
"bricks and blood built astapor, and bricks and blood her people, an old rhyme says,  referring to the red-bricked walls of the city and of the blood shed by the thousands of  slaves who would live, labor, and die constructing them",1
"ruled by men who name  themselves the good masters, astapor is best known for the creation of the eunuch slave-  soldiers called the unsullied — men raised from boyhood to be fearless warriors who feel  no pain",1
"the astapori pretend that they are the lockstep legions of the old empire come  again, but those men were free, and the unsullied are not",1
"of yunkai, the yellow city, little needs be said, for it is a most disreputable place",1
"the  men who rule it, calling themselves the wise masters, are steeped in corruption, selling  bed slaves and boy- whores and worse",1
"the most formidable of the cities along slaver's bay is ancient meereen, but like the  rest, it is a crumbling place, its population a fraction of what it once supported at the height  of the old empire",1
"its walls of many-colored bricks contain endless suffering, for the great  masters of meereen train slaves to fight and die at their pleasure in the blood- soaked  fighting pits",1
"all three cities have been known to pay tribute to passing khalasars rather than face  them in open battle, but the dothraki provide many of the slaves that the ghiscari train and  sell — slaves taken from their conquests and sold in the flesh marts of meereen, yunkai, and    astapor",1
"the most vital of the ghiscari cities is also the smallest and the newest, and no less a  pretender to greatness: new ghis, left to its own devices on its isle",1
"there, its masters have  formed iron legions in mimicry of the legions of the old empire, but unlike the unsullied,  these are free men, as the soldiers of the old empire were",1
the fall of old ghis,1
"the ghiscari whom  they conquered were the first to be thus enslaved, but not the last",1
"the burning mountains of the  fourteen flames were rich with ore, and the valyrians hungered for it: copper and tin for the bronze  of their weapons and monuments; later iron for the steel of their legendary blades; and always gold  and silver to pay for it all",1
"the properties of valyrian steel are well-known, and are the result of both folding iron  many times to balance and remove impurities, and the use of spells — or at least arts we do  not know — to give unnatural strength to the resulting steel",1
"those arts are now lost, though  the smiths of qohor claim to still know magics for reworking valyrian steel without losing  its strength or unsurpassed ability to hold an edge",1
"the valyrian steel blades that remain in  the world might number in the thousands, but in the seven kingdoms there are only 227  such weapons according to archmaester thurgood's inventories , some of which have  since been lost or have disappeared from the annals of history",1
"none can say how many perished, toiling in the valyrian mines, but the number was so large as to  surely defy comprehension",1
"as valyria grew, its need for ore increased, which led to ever more  conquests to keep the mines stocked with slaves",1
"the valyrians expanded in all directions, stretching  out east beyond the ghiscari cities and west to the very shores of essos, where even the ghiscari had  not made inroads",1
it was this first bursting forth of the new empire that was of paramount importance to westeros and  the future seven kingdoms,1
"as valyria sought to conquer more and more lands and peoples, some  fled for safety, retreating before the valyrian tide",1
"on the shores of essos, the valyrians raised cities,  which we know today as the free cities",1
their origins were diverse,1
qohor and norvos were founded following religious schisms,1
"others, such as old vfrantis and  lys, were trading colonies first and foremost, founded by wealthy merchants and nobles who  purchased the right to rule themselves as clients of the freehold rather than subjects",1
these cities  chose their own leaders rather than receiving archons dispatched from valyria (often on dragonback)  to oversee them,1
it is claimed in some histories that pentos and lorath were of a third type — cities  already extant before the valyrians came whose rulers paid homage to valyria and thus retained their  right to native rule,1
"in these cities, what i nfl ux of valyrian blood there was came from migrants from  the freehold, or political marriages used to better bind these cities to valyria",1
yet most of the  histories that recount this take as their source gessio haratis's before the dragons,1
"haratis was  himself from pentos, and at the time, vol antis was threatening to restore the valyrian empire under its  control, so the notion of an independent pentos with origins distinct from valyria was a most politic  convenience",1
"however, it is clear that braavos is unique among all the free cities, as it was founded not by the    will of the freehold, nor by its citizens, but instead by its slaves",1
"according to the tales of the  braavosi, a huge slaver fleet that had been out collecting tributes in human flesh from the lands of the  summer and jade seas became victim to a slave uprising instead; the success of this uprising was  doubtless dependent on the fact that the valyrians were wont to use slaves as oarsmen and even  sailors, and that these men then joined the uprising",1
"seizing control of the fleet but realizing there was  no place nearby to hide from the freehold, the slaves instead elected to seek out some land far from  valyria and its subjects, and founded their own city in hiding",1
legend says that the moonsingers  prophesied that the fleet must travel far north to a forlorn corner of essos — a place of mudflats and  brackish water and fogs,1
"there, the slaves first laid the foundation of their city",1
"for centuries, the braavosi remained hidden from the world in their remote lagoon",1
"and even after  it unveiled itself, braavos continued to be known as the secret city",1
"the braavosi were a people  who were no people: scores of races, a hundred tongues, and hundreds of gods",1
all they had in  common was the valyrian that formed the common trade language of essos — and the fact that they  were now free where once they had been slaves,1
"the moonsingers were honored for leading them to  their city, but the wisest among the freed slaves determined that, to unify themselves, they must accept  all the gods the slaves had brought with them, holding none higher than any other",1
"what  records the valyrians kept of their conquests were largely destroyed by the doom, and few if any of  these peoples documented their own histories in a way that survived the freehold's dominion",1
"a few, such as the rhoynar, lasted against the tide for centuries, or even millennia",1
"the rhoynar,  who founded great cities along the rhoyne, were said to be the first to learn the art of iron-making",1
"also, the confederation of cities later called the kingdom of sarnor survived the valyrian expansion  thanks to the great plain that separated one from the other ",1
only for that plain and the people who  occupied it — the dothraki horselords — to be the source of sarnor' s downfall after the doom,1
"of the history of valyria as it is known today, many volumes have been written over the  centuries, and the details of their conquests, their colonizations, the feuds of the  dragonlords, the gods they worshipped, and more could fill libraries and still not be  complete",1
"galendro's the fires of the freehold is widely considered the most definitive  history, and even there the citadel lacks twenty-seven of the scrolls",1
and those who would not be slaves but were unable to withstand the might of valyria fled,1
many  failed and are forgotten,1
"but one people, tall and fair-haired, made courageous and indomitable by  their faith, succeeded in their escape from valyria",1
and those men are the andals,1
"the a rrival of the a ndals   the andals originated in the lands of the axe, east and north of where pentos now lies,  though they were for many centuries a migratory people who did not remain in one place for long",1
from the heartlands of the axe — a great spur of land surrounded on all sides by the shivering sea —  they traveled south and west to carve out andalos: the ancient realm the andals ruled before they  crossed the narrow sea,1
"andalos stretched from the axe to what is now the braavosian coastlands, and south as far as the  flatlands and the velvet hills",1
"the andals brought iron weapons with them and suits of iron plates,  against which the tribes that inhabited those lands could do little",1
"one such tribe was the hairy men;  their name is lost, but they are still remembered in certain pentoshi histories",1
"(the pentoshi believe  them to be akin to the men of lb, and the histories of the citadel largely agree, though some argue that  the hairy men settled lb, and others that the hairy men came first from lb)",1
the fact that the andals forged iron has been taken by some as proof that the seven guided them —  that the smith himself taught them this art — and so do the holy texts teach,1
"but the rhoynar were  already an advanced civilization at this time, and they too knew of iron, so it takes only the study of a  map to realize that the earliest andals must have had contact with the rhoynar",1
"the darkwash and the  noyne lay directly in the path of the andals' migration, and there are remnants of rhoynish outposts  in andalos, according to the norvoshi historian doro golathis",1
"and it would not be the first time that  men learned of the working of iron from the rhoynar; it is said that the valyrians learned the art from  them as well, although the valyrians eventually surpassed them",1
"for thousands of years the andals abided in andalos, growing in number",1
"in the oldest of the holy  books, the seven-pointed star, it is said that the seven themselves walked among their people in the  hills of andalos, and it was they who crowned hugor of the hill and promised him and his  descendants great kingdoms in a foreign land",1
"this is what the septons and septas teach as the reason  why the andals left essos and struck west to westeros, but the history that the citadel has uncovered  over the centuries may provide a better reason",1
"a hero  whom the pentoshi singers call hukko led the andals at that time, and it is said that he slew  the seven maids not for their crimes but instead as sacrifice to his gods",1
there are some  maesters who have noted that hukko may well be a rendering of the name of hugor,1
"but  even more so than in the seven kingdoms, ancient legends from the east must be distrusted",1
"too many peoples have traveled back and forth, and too many legends and tales have  mingled",1
"for a few centuries, as the andals prospered in the hills of andalos, they were left more or less to  themselves",1
"but with the fall of old ghis came the great surge of conquest and colonization from the  freehold of valyria, as they expanded their domains and sought more slaves",1
"at first, the rhoyne and  the rhoynar served as a buffer",1
"by the time the valyrians reached that great river, they found it  difficult to make a crossing in force",1
