Sentences,Label
"at these words of merlin, aurelius burst into laughter, and said, how is it possible to remove such vast stones from so great a distance, as if britain, also, had no stones fit for the work",1
"i pray the king, said merlin, to forbear vain laughter; what i have said is true, for those stones are mystical and have healing virtues",1
"the giants of old brought them from the furthest coast of africa, and placed them in ireland while they lived in that country: and their design was to make baths in them, for use in time of grievous illness",1
"for if they washed the stones and put the sick into the water, it certainly healed them, as also it did them that were wounded in battle; and there is no stone among them but hath the same virtue still",1
"when the britons heard this, they resolved to send for the stones, and to make war upon the people of ireland if they offered to withhold them",1
"so, when they had chosen uther the king's brother for their chief, they set sail, to the number of 15,000 men, and came to ireland",1
"there gillomanius, the king, withstood them fiercely, and not till after a great battle could they approach the giants' dance, the sight of which filled them with joy and admiration",1
"but when they sought to move the stones, the strength of all the army was in vain, until merlin, laughing at their failures, contrived machines of wondrous cunning, which took them down with ease, and placed them in the ships",1
"when they had brought the whole to salisbury, aurelius, with the crown upon his head, kept for four days the feast of pentecost with royal pomp; and in the midst of all the clergy and the people, merlin raised up the stones, and set them round the sepulchre of the knights and barons, as they stood in the mountains of ireland",1
"then was the monument called stonehenge, which stands, as all men know, upon the plain of salisbury to this very day",1
"soon thereafter it befell that aurelius was slain by poison at winchester, and was himself buried within the giants' dance",1
"at the same time came forth a comet of amazing size and brightness, darting out a beam, at the end whereof was a cloud of fire shaped like a dragon, from whose mouth went out two rays, one stretching over gaul, the other ending in seven lesser rays over the irish sea",1
"at the appearance of this star a great dread fell upon the people, and uther, marching into cambria against the son of vortigern, himself was very troubled to learn what it might mean",1
"then merlin, being called before him, cried with a loud voice: o mighty loss",1
o stricken britain,1
alas,1
the great prince is gone from us,1
"aurelius ambrosius is dead, whose death will be ours also, unless god help us",1
"haste, therefore, noble uther, to destroy the enemy; the victory shall be thine, and thou shalt be king of all britain",1
"for the star with the fiery dragon signifies thyself; and the ray over gaul portends that thou shalt have a son, most mighty, whom all those kingdoms shall obey which the ray covers",1
"thus, for the second time, did merlin foretell the coming of king arthur",1
"and uther, when he was made king, remembered merlin's words, and caused two dragons to be made in gold, in likeness of the dragon he had seen in the star",1
"one of these he gave to winchester cathedral, and had the other carried into all his wars before him, whence he was ever after called uther pendragon, or the dragon's head",1
"now, when uther pendragon had passed through all the land, and settled it--and even voyaged into all the countries of the scots, and tamed the fierceness of that rebel people--he came to london, and ministered justice there",1
"and it befell at a certain great banquet and high feast which the king made at easter-tide, there came, with many other earls and barons, gorloïs, duke of cornwall, and his wife igerna, who was the most famous beauty in all britain",1
"and soon thereafter, gorloïs being slain in battle, uther determined to make igerna his own wife",1
"but in order to do this, and enable him to come to her--for she was shut up in the high castle of tintagil, on the furthest coast of cornwall--the king sent for merlin, to take counsel with him and to pray his help",1
"this, therefore, merlin promised him on one condition--namely, that the king should give him up the first son born of the marriage",1
"for merlin by his arts foreknew that this firstborn should be the long-wished prince, king arthur",1
"when uther, therefore, was at length happily wedded, merlin came to the castle on a certain day, and said, sir, thou must now provide thee for the nourishing of thy child",1
"and the king, nothing doubting, said, be it as thou wilt",1
"i know a lord of thine in this land, said merlin, who is a man both true and faithful; let him have the nourishing of the child",1
"his name is sir ector, and he hath fair possessions both in england and in wales",1
"when, therefore, the child is born, let him be delivered unto me, unchristened, at yonder postern-gate, and i will bestow him in the care of this good knight",1
"so when the child was born, the king bid two knights and two ladies to take it, bound in rich cloth of gold, and deliver it to a poor man whom they should discover at the postern-gate",1
"and the child being delivered thus to merlin, who himself took the guise of a poor man, was carried by him to a holy priest and christened by the name of arthur, and then was taken to sir ector's house, and nourished at sir ector's wife's own breasts",1
"and in the same house he remained privily for many years, no man soever knowing where he was, save merlin and the king",1
"anon it befell that the king was seized by a lingering distemper, and the saxon heathens, taking their occasion, came back from over sea, and swarmed upon the land, wasting it with fire and sword",1
"when uther heard thereof, he fell into a greater rage than his weakness could bear, and commanded all his nobles to come before him, that he might upbraid them for their cowardice",1
"and when he had sharply and hotly rebuked them, he swore that he himself, nigh unto death although he lay, would lead them forth against the enemy",1
"then causing a horse-litter to be made, in which he might be carried--for he was too faint and weak to ride--he went up with all his army swiftly against the saxons",1
"but they, when they heard that uther was coming in a litter, disdained to fight with him, saying it would be shame for brave men to fight with one half dead",1
"so they retired into their city; and, as it were in scorn of danger, left the gates wide open",1
"but uther straightway commanding his men to assault the town, they did so without loss of time, and had already reached the gates, when the saxons, repenting too late of their haughty pride, rushed forth to the defence",1
"the battle raged till night, and was begun again next day; but at last, their leaders, octa and eosa, being slain, the saxons turned their backs and fled, leaving the britons a full triumph",1
"the king at this felt so great joy, that, whereas before he could scarce raise himself without help, he now sat upright in his litter by himself, and said, with a laughing and merry face, they called me the half-dead king, and so indeed i was; but victory to me half dead is better than defeat and the best health",1
for to die with honour is far better than to live disgraced,1
"but the saxons, although thus defeated, were ready still for war",1
"uther would have pursued them; but his illness had by now so grown, that his knights and barons kept him from the adventure",1
"whereat the enemy took courage, and left nothing undone to destroy the land; until, descending to the vilest treachery, they resolved to kill the king by poison",1
"to this end, as he lay sick at verulam, they sent and poisoned stealthily a spring of clear water, whence he was wont to drink daily; and so, on the very next day, he was taken with the pains of death, as were also a hundred others after him, before the villainy was discovered, and heaps of earth thrown over the well",1
"the knights and barons, full of sorrow, now took counsel together, and came to merlin for his help to learn the king's will before he died, for he was by this time speechless",1
"sirs, there is no remedy, said merlin, and god's will must be done; but be ye all to-morrow before him, for god will make him speak before he die",1
"so on the morrow all the barons, with merlin, stood round the bedside of the king; and merlin said aloud to uther, lord, shall thy son arthur be the king of all this realm after thy days",1
"then uther pendragon turned him about, and said, in the hearing of them all, god's blessing and mine be upon him",1
"i bid him pray for my soul, and also that he claim my crown, or forfeit all my blessing; and with those words he died",1
"then came together all the bishops and the clergy, and great multitudes of people, and bewailed the king; and carrying his body to the convent of ambrius, they buried it close by his brother's grave, within the giants' dance",1
"now arthur the prince had all this time been nourished in sir ector's house as his own son, and was fair and tall and comely, being of the age of fifteen years, great in strength, gentle in manner, and accomplished in all exercises proper for the training of a knight",1
"but as yet he knew not of his father; for merlin had so dealt, that none save uther and himself knew aught about him",1
"wherefore it befell, that many of the knights and barons who heard king uther speak before his death, and call his son arthur his successor, were in great amazement; and some doubted, and others were displeased",1
"anon the chief lords and princes set forth each to his own land, and, raising armed men and multitudes of followers, determined every one to gain the crown for himself; for they said in their hearts, if there be any such a son at all as he of whom this wizard forced the king to speak, who are we that a beardless boy should have rule over us",1
"so the land stood long in great peril, for every lord and baron sought but his own advantage; and the saxons, growing ever more adventurous, wasted and overran the towns and villages in every part",1
"then merlin went to brice, the archbishop of canterbury, and advised him to require all the earls and barons of the realm and all knights and gentlemen-at-arms to come to him at london, before christmas, under pain of cursing, that they might learn the will of heaven who should be king",1
"this, therefore, the archbishop did, and upon christmas eve were met together in london all the greatest princes, lords, and barons; and long before day they prayed in st paul's church, and the archbishop besought heaven for a sign who should be lawful king of all the realm",1
"and as they prayed, there was seen in the churchyard, set straight before the doorways of the church, a huge square stone having a naked sword stuck in the midst of it",1
"and on the sword was written in letters of gold, whoso pulleth out the sword from this stone is born the rightful king of britain",1
"at this all the people wondered greatly; and, when mass was over, the nobles, knights, and princes ran out eagerly from the church to see the stone and sword; and a law was forthwith made that whoso should pull out the sword should be acknowledged straightway king of britain",1
"then many knights and barons pulled at the sword with all their might, and some of them tried many times, but none could stir or move it",1
"when all had tried in vain, the archbishop declared the man whom heaven had chosen was not yet there",1
"but god, said he, will doubtless make him known ere many days",1
"so ten knights were chosen, being men of high renown, to watch and keep the sword; and there was proclamation made through all the land that whosoever would, had leave and liberty to try and pull it from the stone",1
"but though great multitudes of people came, both gentle and simple, for many days, no man could ever move the sword a hair's breadth from its place",1
"now, at the new year's eve a great tournament was to be held in london, which the archbishop had devised to keep together lords and commons, lest they should grow estranged in the troublous and unsettled times",1
"to the which tournament there came, with many other knights, sir ector, arthur's foster-father, who had great possessions near to london; and with him came his son, sir key, but recently made knight, to take his part in the jousting, and young arthur also to witness all the sports and fighting",1
"but as they rode towards the jousts, sir key found suddenly he had no sword, for he had left it at his father's house; and turning to young arthur, he prayed him to ride back and fetch it for him",1
"i will with a good will, said arthur; and rode fast back after the sword",1
"but when he came to the house he found it locked and empty, for all were gone forth to see the tournament",1
"whereat, being angry and impatient, he said within himself, i will ride to the churchyard and take with me the sword that sticketh in the stone, for my brother shall not go without a sword this day",1
"so he rode and came to the churchyard, and alighting from his horse he tied him to the gate, and went to the pavilion, which was pitched near the stone, wherein abode the ten knights who watched and kept it; but he found no knights there, for all were gone to see the jousting",1
"then he took the sword by its handle, and lightly and fiercely he pulled it out of the stone, and took his horse and rode until he came to sir key and delivered him the sword",1
"but as soon as sir key saw it he knew well it was the sword of the stone, and, riding swiftly to his father, he cried out, lo",1
"here, sir, is the sword of the stone, wherefore it is i who must be king of all this land",1
"when sir ector saw the sword, he turned back straight with arthur and sir key and came to the churchyard, and there alighting, they went all three into the church, and sir key was sworn to tell truly how he came by the sword",1
then he confessed it was his brother arthur who had brought it to him,1
"whereat sir ector, turning to young arthur, asked him--how gottest thou the sword",1
"sir, said he, i will tell you",1
"when i went home to fetch my brother's sword, i found nobody to deliver it to me, for all were abroad to the jousts",1
"yet was i loath to leave my brother swordless, and, bethinking me of this one, i came hither eagerly to fetch it for him, and pulled it out of the stone without any pain",1
"then said sir ector, much amazed and looking steadfastly on arthur, if this indeed be thus, 'tis thou who shalt be king of all this land--and god will have it so--for none but he who should be rightful lord of britain might ever draw this sword forth from that stone",1
but let me now with mine own eyes see thee put back the sword into its place and draw it forth again,1
"that is no mystery, said arthur; and straightway set it in the stone",1
"and then sir ector pulled at it himself, and after him sir key, with all his might, but both of them in vain: then arthur reaching forth his hand and grasping at the pommel, pulled it out easily, and at once",1
"then fell sir ector down upon his knees upon the ground before young arthur, and sir key also with him, and straightway did him homage as their sovereign lord",1
"but arthur cried aloud, alas",1
"mine own dear father and my brother, why kneel ye thus to me",1
"nay, my lord arthur, answered then sir ector, we are of no blood-kinship with thee, and little though i thought how high thy kin might be, yet wast thou never more than foster-child of mine",1
"and then he told him all he knew about his infancy, and how a stranger had delivered him, with a great sum of gold, into his hands to be brought up and nourished as his own born child, and then had disappeared",1
"but when young arthur heard of it, he fell upon sir ector's neck, and wept, and made great lamentation, for now, said he, i have in one day lost my father and my mother and my brother",1
"sir, said sir ector presently, when thou shalt be made king be good and gracious unto me and mine",1
"if not, said arthur, i were no true man's son at all, for thou art he in all the world to whom i owe the most; and my good lady and mother, thy wife, hath ever kept and fostered me as though i were her own; so if it be god's will that i be king hereafter as thou sayest, desire of me whatever thing thou wilt and i will do it; and god forbid that i should fail thee in it",1
"i will but pray, replied sir ector, that thou wilt make my son sir key, thy foster-brother, seneschal of all the lands",1
"that shall he be, said arthur; and never shall another hold that office, save thy son, while he and i do live",1
"anon, they left the church and went to the archbishop to tell him that the sword had been achieved",1
"and when he saw the sword in arthur's hand he set a day and summoned all the princes, knights, and barons to meet again at st paul's church and see the will of heaven signified",1
"so when they came together, the sword was put back in the stone, and all tried, from the greatest to the least, to move it; but there before them all not one could take it out save arthur only",1
"but then befell a great confusion and dispute, for some cried out it was the will of heaven, and, long live king arthur, but many more were full of wrath and said, what",1
would ye give the ancient sceptre of this land unto a boy born none know how,1
"and the contention growing greatly, till nothing could be done to pacify their rage, the meeting was at length broken up by the archbishop and adjourned till candlemas, when all should meet again",1
"but when candlemas was come, arthur alone again pulled forth the sword, though more than ever came to win it; and the barons, sorely vexed and angry, put it in delay till easter",1
"but as he had sped before so he did at easter, and the barons yet once more contrived delays till pentecost",1
"but now the archbishop, fully seeing god's will, called together, by merlin's counsel, a band of knights and gentlemen-at-arms, and set them about arthur to keep him safely till the feast of pentecost",1
"and when at the feast arthur still again alone prevailed to move the sword, the people all with one accord cried out, long live king arthur",1
"we will have no more delay, nor any other king, for so it is god's will; and we will slay whoso resisteth him and arthur; and wherewithal they kneeled down all at once, and cried for arthur's grace and pardon that they had so long delayed him from his crown",1
"then he full sweetly and majestically pardoned them; and taking in his hand the sword, he offered it upon the high altar of the church",1
"anon was he solemnly knighted with great pomp by the most famous knight there present, and the crown was placed upon his head; and, having taken oath to all the people, lords and commons, to be true king and deal in justice only unto his life's end, he received homage and service from all the barons who held lands and castles from the crown",1
"then he made sir key, high steward of england, and sir badewaine of britain, constable, and sir ulfius, chamberlain: and after this, with all his court and a great retinue of knights and armed men, he journeyed into wales, and was crowned again in the old city of caerleon-upon-usk",1
"meanwhile those knights and barons who had so long delayed him from the crown, met together and went up to the coronation feast at caerleon, as if to do him homage; and there they ate and drank such things as were set before them at the royal banquet, sitting with the others in the great hall",1
"but when after the banquet arthur began, according to the ancient royal custom, to bestow great boons and fiefs on whom he would, they all with one accord rose up, and scornfully refused his gifts, crying that they would take nothing from a beardless boy come of low or unknown birth, but would instead give him good gifts of hard sword-strokes between neck and shoulders",1
"whereat arose a deadly tumult in the hall, and every man there made him ready to fight",1
"but arthur leaped up as a flame of fire against them, and all his knights and barons drawing their swords, rushed after him upon them and began a full sore battle; and presently the king's party prevailed, and drave the rebels from the hall and from the city, closing the gates behind them; and king arthur brake his sword upon them in his eagerness and rage",1
"but amongst them were six kings of great renown and might, who more than all raged against arthur and determined to destroy him, namely, king lot, king nanters, king urien, king carados, king yder, and king anguisant",1
"these six, therefore, joining their armies together, laid close siege to the city of caerleon, wherefrom king arthur had so shamefully driven them",1
and after fifteen days merlin came suddenly into their camp and asked them what this treason meant,1
"then he declared to them that arthur was no base adventurer, but king uther's son, whom they were bound to serve and honour even though heaven had not vouchsafed the wondrous miracle of the sword",1
"some of the kings, when they heard merlin speak thus, marvelled and believed him; but others, as king lot, laughed him and his words to scorn, and mocked him for a conjurer and wizard",1
but it was agreed with merlin that arthur should come forth and speak with the kings,1
"so he went forth to them to the city gate, and with him the archbishop and merlin, and sir key, sir brastias, and a great company of others",1
"and he spared them not in his speech, but spoke to them as king and chieftain telling them plainly he would make them all bow to him if he lived, unless they choose to do him homage there and then; and so they parted in great wrath, and each side armed in haste",1
what will ye do,1
"said merlin to the kings; ye had best hold your hands, for were ye ten times as many ye should not prevail",1
shall we be afraid of a dream-reader,1
quoth king lot in scorn,1
with that merlin vanished away and came to king arthur,1
"then arthur said to merlin, i have need now of a sword that shall chastise these rebels terribly",1
"come then with me, said merlin, for hard by there is a sword that i can gain for thee",1
"so they rode out that night till they came to a fair and broad lake, and in the midst of it king arthur saw an arm thrust up, clothed in white samite, and holding a great sword in the hand",1
lo,1
"yonder is the sword i spoke of, said merlin",1
then saw they a damsel floating on the lake in the moonlight,1
what damsel is that,1
said the king,1
"the lady of the lake, said merlin; for upon this lake there is a rock, and on the rock a noble palace, where she abideth, and she will come towards thee presently, thou shalt ask her courteously for the sword",1
"therewith the damsel came to king arthur, and saluted him, and he saluted her, and said, lady, what sword is that the arm holdeth above the water",1
"i would that it were mine, for i have no sword",1
"sir king, said the lady of the lake, that sword is mine, and if thou wilt give me in return a gift whenever i shall ask it of thee, thou shalt have it",1
"by my faith, said he, i will give thee any gift that thou shalt ask",1
"well, said the damsel, go into yonder barge, and row thyself unto the sword, and take it and the scabbard with thee, and i will ask my gift of thee when i see my time",1
"so king arthur and merlin alighted, and tied their horses to two trees, and went into the barge; and when they came to the sword that the hand held, king arthur took it by the handle and bore it with him, and the arm and hand went down under the water; and so they came back to land, and rode again to caerleon",1
on the morrow merlin bade king arthur to set fiercely on the enemy; and in the meanwhile three hundred good knights went over to king arthur from the rebels' side,1
"then at the spring of day, when they had scarce left their tents, he fell on them with might and main, and sir badewaine, sir key, and sir brastias slew on the right hand and on the left marvellously; and ever in the thickest of the fight king arthur raged like a young lion, and laid on with his sword, and did wondrous deeds of arms, to the joy and admiration of the knights and barons who beheld him",1
"then king lot, king carados, and the king of the hundred knights--who also rode with them--going round to the rear, set on king arthur fiercely from behind; but arthur, turning to his knights, fought ever in the foremost press until his horse was slain beneath him",1
"at that, king lot rode furiously at him, and smote him down; but rising straightway, and being set again on horseback, he drew his sword excalibur that he had gained by merlin from the lady of the lake, which, shining brightly as the light of thirty torches, dazzled the eyes of his enemies",1
"and therewith falling on them afresh with all his knights, he drove them back and slew them in great numbers, and merlin by his arts scattered among them fire and pitchy smoke, so that they broke and fled",1
"then all the common people of caerleon, seeing them give way, rose up with one accord, and rushed at them with clubs and staves, and chased them far and wide, and slew many great knights and lords, and the remainder of them fled and were seen no more",1
thus won king arthur his first battle and put his enemies to shame,1
"but the six kings, though sorely routed, prepared for a new war, and joining to themselves five others swore together that, whether for weal or woe, they would keep steadfast alliance till they had destroyed king arthur",1
"then, with a host of 50,000 men-at-arms on horseback, and 10,000 foot, they were soon ready, and sent forth their fore-riders, and drew from the northern country towards king arthur, to the castle of bedgraine",1
"but he by merlin's counsel had sent over sea to king ban of benwick and king bors of gaul, praying them to come and help him in his wars, and promising to help in return against king claudas, their foe",1
"to which those kings made answer that they would joyfully fulfil his wish, and shortly after came to london with 300 knights, well arrayed for both peace and war, leaving behind them a great army on the other side of the sea till they had consulted with king arthur and his ministers how they might best dispose of it",1
"and merlin being asked for his advice and help, agreed to go himself and fetch it over sea to england, which in one night he did; and brought with him 10,000 horsemen and led them northward privately to the forest of bedgraine, and there lodged them in a valley secretly",1
"then, by the counsel of merlin, when they knew which way the eleven kings would ride and sleep, king arthur with kings ban and bors made themselves ready with their army for the fight, having yet but 30,000 men, counting the 10,000 who had come from gaul",1
"now shall ye do my advice, said merlin; i would that king ban and king bors, with all their fellowship of 10,000 men, were led to ambush in this wood ere daylight, and stir not therefrom until the battle hath been long waged",1
"and thou, lord arthur, at the spring of day draw forth thine army before the enemy, and dress the battle so that they may at once see all thy host, for they will be the more rash and hardy when they see you have but 20,000 men",1
"to this the three knights and the barons heartily consented, and it was done as merlin had devised",1
"so on the morrow when the hosts beheld each other, the host of the north was greatly cheered to find so few led out against them",1
"then gave king arthur the command to sir ulfius and sir brastias to take 3000 men-at-arms, and to open battle",1
they therefore setting fiercely on the enemy slew them on the right hand and the left till it was wonderful to see their slaughter,1
"when the eleven kings beheld so small a band doing such mighty deeds of arms they were ashamed, and charged them fiercely in return",1
"then was sir ulfius' horse slain under him; but he fought well and marvellously on foot against duke eustace and king clarience, who set upon him grievously, till sir brastias, seeing his great peril, pricked towards them swiftly, and so smote the duke through with his spear that horse and man fell down and rolled over",1
"whereat king clarience turned upon sir brastias, and rushing furiously together they each unhorsed the other and fell both to the ground, and there lay a long time stunned, their horses' knees being cut to the bone",1
"then came sir key the seneschal with six companions, and did wondrous well, till the eleven kings went out against them and overthrew sir griflet and sir lucas the butler",1
"and when sir key saw sir griflet unhorsed and on foot, he rode against king nanters hotly and smote him down, and led his horse to griflet and horsed him again; with the same spear did sir key smite down king lot and wounded him full sore",1
"but seeing that, the king of the hundred knights rushed at sir key and overthrew him in return, and took his horse and gave it to king lot",1
"and when sir griflet saw sir key's mischance, he set his spear in rest, and riding at a mighty man-at-arms, he cast him down headlong and caught his horse and led it straightway to sir key",1
"by now the battle was growing perilous and hard, and both sides fought with rage and fury",1
"and sir ulfius and sir brastias were both afoot and in great danger of their death, and foully stained and trampled under horses' feet",1
"then king arthur, putting spurs to his horse, rushed forward like a lion into the midst of all the _mêlée_, and singling out king cradlemont of north wales, smote him through the left side and overthrew him, and taking his horse by the rein he brought it to sir ulfius in haste and said, take this horse, mine old friend, for thou hast great need of one, and charge by side of me",1
"and even as he spoke he saw sir ector, sir key's father, smitten to the earth by the king of the hundred knights, and his horse taken to king cradlemont",1
"but when king arthur saw him ride upon sir ector's horse his wrath was very great, and with his sword he smote king cradlemont upon the helm, and shore off the fourth part thereof and of the shield, and drave the sword onward to the horse's neck and slew the horse, and hurled the king upon the ground",1
"and now the battle waxed so great and furious that all the noise and sound thereof rang out by water and by wood, so that kings ban and bors, with all their knights and men-at-arms in ambush, hearing the tumult and the cries, trembled and shook for eagerness, and scarce could stay in secret, but made them ready for the fray and dressed their shields and harness",1
"but when king arthur saw the fury of the enemy, he raged like a mad lion, and stirred and drove his horse now here, now there, to the right hand and to the left, and stayed not in his wrath till he had slain full twenty knights",1
"he wounded also king lot so sorely in the shoulder that he left the field, and in great pain and dolour cried out to the other kings, do ye as i devise, or we shall be destroyed",1
"i, with the king of the hundred knights, king anguisant, king yder, and the duke of cambinet, will take fifteen thousand men and make a circuit, meanwhile that ye do hold the battle with twelve thousand",1
"then coming suddenly we will fall fiercely on them from behind and put them to the rout, but else shall we never stand against them",1
"so lot and four kings departed with their party to one side, and the six other kings dressed their ranks against king arthur and fought long and stoutly",1
"but now kings ban and bors, with all their army fresh and eager, broke from their ambush and met face to face the five kings and their host as they came round behind, and then began a frantic struggle with breaking of spears and clashing of swords and slaying of men and horses",1
"anon king lot, espying in the midst king bors, cried out in great dismay, our lady now defend us from our death and fearful wounds; our peril groweth great, for yonder cometh one of the worshipfullest kings and best knights in all the world",1
who is he,1
said the king of the hundred knights,1
"it is king bors of gaul, replied king lot, and much i marvel how he may have come with all his host into this land without our knowledge",1
aha,1
"cried king carados, i will encounter with this king if ye will rescue me when there is need",1
"ride on, said they",1
"so king carados and all his host rode softly till they came within a bow-shot of king bors, and then both hosts, spurring their horses to their greatest swiftness, rushed at each other",1
"and king bors encountered in the onset with a knight, and struck him through with a spear, so that he fell dead upon the earth; then drawing his sword, he did such mighty feats of arms that all who saw him gazed with wonder",1
"anon king ban came also forth upon the field with all his knights, and added yet more fury, sound, and slaughter, till at length both hosts of the eleven kings began to quake, and drawing all together into one body, they prepared to meet the worst, while a great multitude already fled",1
"then said king lot, lords, we must take yet other means, or worse loss still awaits us",1
"see ye not what people we have lost in waiting on the footmen, and that it costs ten horsemen to save one of them",1
"therefore it is my counsel to put away our footmen from us, for it is almost night, and king arthur will not stay to slaughter them",1
so they can save their lives in this great wood hard by,1
"then let us gather into one band all the horsemen that remain, and whoso breaketh rank or leaveth us, let him be straightway slain by him that seeth him, for it is better that we slay a coward than through a coward be all slain",1
how say ye,1
"said king lot; answer me, all ye kings",1
"it is well said, replied they all",1
