Sentences,Label
"they stole with silken pad behind my back and snarled when i faced them; the long, grey wolves with hanging tongues and staring eyes chased me to my cleft rock; there was no creature so weak but it might hunt me, there was no creature so timid but it might outface me",1
"and so i lived for two tens of years and two years, until i knew all that a beast surmises and had forgotten all that a man had known",1
i could pad as gently as any; i could run as tirelessly,1
"i could be invisible and patient as a wild cat crouching among leaves; i could smell danger in my sleep and leap at it with wakeful claws; i could bark and growl and clash with my teeth and tear with them  tell on, my beloved, said finnian, you shall rest in god, dear heart  at the end of that time, said tuan, nemed the son of agnoman came to ireland with a fleet of thirty-four barques, and in each barque there were thirty couples of people  i have heard it, said finnian",1
"my heart leaped for joy when i saw the great fleet rounding the land, and i followed them along scarped cliffs, leaping from rock to rock like a wild goat, while the ships tacked and swung seeking a harbour",1
"there i stooped to drink at a pool, and i saw myself in the chill water",1
"i saw that i was hairy and tufty and bristled as a savage boar; that i was lean as a stripped bush; that i was greyer than a badger; withered and wrinkled like an empty sack; naked as a fish; wretched as a starving crow in winter; and on my fingers and toes there were great curving claws, so that i looked like nothing that was known, like nothing that was animal or divine",1
"and i sat by the pool weeping my loneliness and wildness and my stern old age; and i could do no more than cry and lament between the earth and the sky, while the beasts that tracked me listened from behind the trees, or crouched among bushes to stare at me from their drowsy covert",1
"a storm arose, and when i looked again from my tall cliff i saw that great fleet rolling as in a giant's hand",1
"at times they were pitched against the sky and staggered aloft, spinning gustily there like wind-blown leaves",1
"then they were hurled from these dizzy tops to the flat, moaning gulf, to the glassy, inky horror that swirled and whirled between ten waves",1
"at times a wave leaped howling under a ship, and with a buffet dashed it into air, and chased it upwards with thunder stroke on stroke, and followed again, close as a chasing wolf, trying with hammering on hammering to beat in the wide-wombed bottom and suck out the frightened lives through one black gape",1
"a wave fell on a ship and sunk it down with a thrust, stern as though a whole sky had tumbled at it, and the barque did not cease to go down until it crashed and sank in the sand at the bottom of the sea",1
"the night came, and with it a thousand darknesses fell from the screeching sky",1
not a round-eyed creature of the night might pierce an inch of that multiplied gloom,1
not a creature dared creep or stand,1
"for a great wind strode the world lashing its league-long whips in cracks of thunder, and singing to itself, now in a world-wide yell, now in an ear-dizzying hum and buzz; or with a long snarl and whine it hovered over the world searching for life to destroy",1
"and at times, from the moaning and yelping blackness of the sea, there came a sound--thin-drawn as from millions of miles away, distinct as though uttered in the ear like a whisper of confidence--and i knew that a drowning man was calling on his god as he thrashed and was battered into silence, and that a blue-lipped woman was calling on her man as her hair whipped round her brows and she whirled about like a top",1
around me the trees were dragged from earth with dying groans; they leaped into the air and flew like birds,1
"i awoke from the dream, and i was that which i had dreamed",1
"i stood a while stamping upon a rock, with my bristling head swung high, breathing through wide nostrils all the savour of the world",1
for i had come marvellously from decrepitude to strength,1
i had writhed from the bonds of age and was young again,1
i smelled the turf and knew for the first time how sweet that smelled,1
and like lightning my moving nose sniffed all things to my heart and separated them into knowledge,1
"long i stood there, ringing my iron hoof on stone, and learning all things through my nose",1
each breeze that came from the right hand or the left brought me a tale,1
"a wind carried me the tang of wolf, and against that smell i stared and stamped",1
"and on a wind there came the scent of my own kind, and at that i belled",1
"oh, loud and clear and sweet was the voice of the great stag",1
with what ease my lovely note went lilting,1
with what joy i heard the answering call,1
"with what delight i bounded, bounded, bounded; light as a bird's plume, powerful as a storm, untiring as the sea",1
"here now was ease in ten-yard springings, with a swinging head, with the rise and fall of a swallow, with the curve and flow and urge of an otter of the sea",1
what a tingle dwelt about my heart,1
what a thrill spun to the lofty points of my antlers,1
how the world was new,1
how the sun was new,1
how the wind caressed me,1
with unswerving forehead and steady eye i met all that came,1
"the old, lone wolf leaped sideways, snarling, and slunk away",1
the lumbering bear swung his head of hesitations and thought again; he trotted his small red eye away with him to a near-by brake,1
"the stags of my race fled from my rocky forehead, or were pushed back and back until their legs broke under them and i trampled them to death",1
"i was the beloved, the well known, the leader of the herds of ireland",1
"and at times i came back from my boundings about eire', for the strings of my heart were drawn to ulster; and, standing away, my wide nose took the air, while i knew with joy, with terror, that men were blown on the wind",1
"a proud head hung to the turf then, and the tears of memory rolled from a large, bright eye",1
"at times i drew near, delicately, standing among thick leaves or crouched in long grown grasses, and i stared and mourned as i looked on men",1
"for nemed and four couples had been saved from that fierce storm, and i saw them increase and multiply until four thousand couples lived and laughed and were riotous in the sun, for the people of nemed had small minds but great activity",1
they were savage fighters and hunters,1
"but one time i came, drawn by that intolerable anguish of memory, and all of these people were gone: the place that knew them was silent: in the land where they had moved there was nothing of them but their bones that glinted in the sun",1
old age came on me there,1
among these bones weariness crept into my limbs,1
"my head grew heavy, my eyes dim, my knees jerked and trembled, and there the wolves dared chase me",1
i went again to the cave that had been my home when i was an old man,1
"one day i stole from the cave to snatch a mouthful of grass, for i was closely besieged by wolves",1
"they made their rush, and i barely escaped from them",1
they sat beyond the cave staring at me,1
i knew their tongue,1
"i knew all that they said to each other, and all that they said to me",1
"but there was yet a thud left in my forehead, a deadly trample in my hoof",1
they did not dare come into the cave,1
"‘to-morrow,' i said, ‘i will go out among ye, and i will die,' and at that the wolves howled joyfully, hungrily, impatiently",1
"i slept, and i saw myself changing into a boar in dream, and i felt in dream the beating of a new heart within me, and in dream i stretched my powerful neck and braced my eager limbs",1
"i awoke from my dream, and i was that which i had dreamed",1
"the night wore away, the darkness lifted, the day came; and from without the cave the wolves called to me: ‘come out, o skinny stag",1
"come out and die'  and i, with joyful heart, thrust a black bristle through the hole of the cave, and when they saw that wriggling snout, those curving tusks, that red fierce eye, the wolves fled yelping, tumbling over each other, frantic with terror; and i behind them, a wild cat for leaping, a giant for strength, a devil for ferocity; a madness and gladness of lusty, unsparing life; a killer, a champion, a boar who could not be defied",1
i took the lordship of the boars of ireland,1
wherever i looked among my tribes i saw love and obedience: whenever i appeared among the strangers they fled away,1
"and the wolves feared me then, and the great, grim bear went bounding on heavy paws",1
"i charged him at the head of my troop and rolled him over and over; but it is not easy to kill the bear, so deeply is his life packed under that stinking pelt",1
"he picked himself up and ran, and was knocked down, and ran again blindly, butting into trees and stones",1
"not a claw did the big bear flash, not a tooth did he show, as he ran whimpering like a baby, or as he stood with my nose rammed against his mouth, snarling up into his nostrils",1
i challenged all that moved,1
all creatures but one,1
for men had again come to ireland,1
"semion, the son of stariath, with his people, from whom the men of domnann and the fir bolg and the galiuin are descended",1
"these i did not chase, and when they chased me i fled",1
"often i would go, drawn by my memoried heart, to look at them as they moved among their fields; and i spoke to my mind in bitterness: ‘when the people of partholon were gathered in counsel my voice was heard; it was sweet to all who heard it, and the words i spoke were wise",1
the eyes of women brightened and softened when they looked at me,1
"weariness stole into my limbs, and anguish dozed into my mind",1
"i went to my ulster cave and dreamed my dream, and i changed into a hawk",1
i left the ground,1
"the sweet air was my kingdom, and my bright eye stared on a hundred miles",1
"i soared, i swooped; i hung, motionless as a living stone, over the abyss; i lived in joy and slept in peace, and had my fill of the sweetness of life",1
"during that time beothach, the son of iarbonel the prophet, came to ireland with his people, and there was a great battle between his men and the children of semion",1
"long i hung over that combat, seeing every spear that hurtled, every stone that whizzed from a sling, every sword that flashed up and down, and the endless glittering of the shields",1
and at the end i saw that the victory was with iarbonel,1
"and from his people the tuatha de' and the ande' came, although their origin is forgotten, and learned people, because of their excellent wisdom and intelligence, say that they came from heaven",1
these are the people of faery,1
all these are the gods,1
"for long, long years i was a hawk",1
i knew every hill and stream; every field and glen of ireland,1
"i knew the shape of cliffs and coasts, and how all places looked under the sun or moon",1
"and i was still a hawk when the sons of mil drove the tuatha de' danann under the ground, and held ireland against arms or wizardry; and this was the coming of men and the beginning of genealogies",1
"then i grew old, and in my ulster cave close to the sea i dreamed my dream, and in it i became a salmon",1
"the green tides of ocean rose over me and my dream, so that i drowned in the sea and did not die, for i awoke in deep waters, and i was that which i dreamed",1
"i had been a man, a stag, a boar, a bird, and now i was a fish",1
in all my changes i had joy and fulness of life,1
"but in the water joy lay deeper, life pulsed deeper",1
"for on land or air there is always something excessive and hindering; as arms that swing at the sides of a man, and which the mind must remember",1
"the stag has legs to be tucked away for sleep, and untucked for movement; and the bird has wings that must be folded and pecked and cared for",1
but the fish has but one piece from his nose to his tail,1
"he is complete, single and unencumbered",1
"he turns in one turn, and goes up and down and round in one sole movement",1
"how i flew through the soft element: how i joyed in the country where there is no harshness: in the element which upholds and gives way; which caresses and lets go, and will not let you fall",1
"for man may stumble in a furrow; the stag tumble from a cliff; the hawk, wing-weary and beaten, with darkness around him and the storm behind, may dash his brains against a tree",1
green and purple distances were under me: green and gold the sunlit regions above,1
"in these latitudes i moved through a world of amber, myself amber and gold; in those others, in a sparkle of lucent blue, i curved, lit like a living jewel: and in these again, through dusks of ebony all mazed with silver, i shot and shone, the wonder of the sea",1
"i saw the monsters of the uttermost ocean go heaving by; and the long lithe brutes that are toothed to their tails: and below, where gloom dipped down on gloom, vast, livid tangles that coiled and uncoiled, and lapsed down steeps and hells of the sea where even the salmon could not go",1
i knew the sea,1
"i knew the secret caves where ocean roars to ocean; the floods that are icy cold, from which the nose of a salmon leaps back as at a sting; and the warm streams in which we rocked and dozed and were carried forward without motion",1
"i swam on the outermost rim of the great world, where nothing was but the sea and the sky and the salmon; where even the wind was silent, and the water was clear as clean grey rock",1
"and then, far away in the sea, i remembered ulster, and there came on me an instant, uncontrollable anguish to be there",1
"i turned, and through days and nights i swam tirelessly, jubilantly; with terror wakening in me, too, and a whisper through my being that i must reach ireland or die",1
i fought my way to ulster from the sea,1
"ah, how that end of the journey was hard",1
"a sickness was racking in every one of my bones, a languor and weariness creeping through my every fibre and muscle",1
the waves held me back and held me back; the soft waters seemed to have grown hard; and it was as though i were urging through a rock as i strained towards ulster from the sea,1
so tired i was,1
i could have loosened my frame and been swept away; i could have slept and been drifted and wafted away; swinging on grey-green billows that had turned from the land and were heaving and mounting and surging to the far blue water,1
only the unconquerable heart of the salmon could brave that end of toil,1
"what a joy to lie under an inch of water basking in the sun, or beneath a shady ledge to watch the small creatures that speed like lightning on the rippling top",1
"i saw the dragon-flies flash and dart and turn, with a poise, with a speed that no other winged thing knows: i saw the hawk hover and stare and swoop: he fell like a falling stone, but he could not catch the king of the salmon: i saw the cold-eyed cat stretching along a bough level with the water, eager to hook and lift the creatures of the river",1
and i saw men,1
they saw me also,1
they came to know me and look for me,1
they lay in wait at the waterfalls up which i leaped like a silver flash,1
"they held out nets for me; they hid traps under leaves; they made cords of the colour of water, of the colour of weeds--but this salmon had a nose that knew how a weed felt and how a string--they drifted meat on a sightless string, but i knew of the hook; they thrust spears at me, and threw lances which they drew back again with a cord",1
"many a wound i got from men, many a sorrowful scar",1
"every beast pursued me in the waters and along the banks; the barking, black-skinned otter came after me in lust and gust and swirl; the wild cat fished for me; the hawk and the steep-winged, spear-beaked birds dived down on me, and men crept on me with nets the width of a river, so that i got no rest",1
"ah, that was a happy man when he saw me",1
he shouted for joy when he saw the great salmon in his net,1
i was still in the water as he hauled delicately,1
i was still in the water as he pulled me to the bank,1
"my nose touched air and spun from it as from fire, and i dived with all my might against the bottom of the net, holding yet to the water, loving it, mad with terror that i must quit that loveliness",1
but the net held and i came up,1
"‘be quiet, king of the river,' said the fisherman, ‘give in to doom,' said he",1
"i was in air, and it was as though i were in fire",1
the air pressed on me like a fiery mountain,1
it beat on my scales and scorched them,1
it rushed down my throat and scalded me,1
"it weighed on me and squeezed me, so that my eyes felt as though they must burst from my head, my head as though it would leap from my body, and my body as though it would swell and expand and fly in a thousand pieces",1
"the light blinded me, the heat tormented me, the dry air made me shrivel and gasp; and, as he lay on the grass, the great salmon whirled his desperate nose once more to the river, and leaped, leaped, leaped, even under the mountain of air",1
"he could leap upwards, but not forwards, and yet he leaped, for in each rise he could see the twinkling waves, the rippling and curling waters",1
"‘be at ease, o king,' said the fisherman",1
"‘be at rest, my beloved",1
let go the stream,1
"let the oozy marge be forgotten, and the sandy bed where the shades dance all in green and gloom, and the brown flood sings along'  and as he carried me to the palace he sang a song of the river, and a song of doom, and a song in praise of the king of the waters",1
when the king's wife saw me she desired me,1
"i was put over a fire and roasted, and she ate me",1
"and when time passed she gave birth to me, and i was her son and the son of cairill the king",1
i remember warmth and darkness and movement and unseen sounds,1
"all that happened i remember, from the time i was on the gridiron until the time i was born",1
"i forget nothing of these things  and now, said finnian, you will be born again, for i shall baptize you into the family of the living god ---- so far the story of tuan, the son of cairill",1
"no man knows if he died in those distant ages when finnian was abbot of moville, or if he still keeps his fort in ulster, watching all things, and remembering them for the glory of god and the honour of ireland",1
"the boyhood of fionn     he was a king, a seer and a poet",1
he was a lord with a manifold and great train,1
"he was our magician, our knowledgable one, our soothsayer",1
all that he did was sweet with him,1
"and, however ye deem my testimony of fionn excessive, and, although ye hold my praising overstrained, nevertheless, and by the king that is above me, he was three times better than all i say--saint patrick",1
"there is no wonder in that, for it is the pup's mother teaches it to fight, and women know that fighting is a necessary art although men pretend there are others that are better",1
"these were the women druids, bovmall and lia luachra",1
"it will be wondered why his own mother did not train him in the first natural savageries of existence, but she could not do it",1
she could not keep him with her for dread of the clann-morna,1
"the sons of morna had been fighting and intriguing for a long time to oust her husband, uail, from the captaincy of the fianna of ireland, and they had ousted him at last by killing him",1
"it was the only way they could get rid of such a man; but it was not an easy way, for what fionn's father did not know in arms could not be taught to him even by morna",1
"still, the hound that can wait will catch a hare at last, and even manana'nn sleeps",1
"fionn's mother was beautiful, long-haired muirne: so she is always referred to",1
"she was the daughter of teigue, the son of nuada from faery, and her mother was ethlinn",1
"that is, her brother was lugh of the long hand himself, and with a god, and such a god, for brother we may marvel that she could have been in dread of morna or his sons, or of any one",1
"but women have strange loves, strange fears, and these are so bound up with one another that the thing which is presented to us is not often the thing that is to be seen",1
"however it may be, when uall died muirne got married again to the king of kerry",1
"she gave the child to bovmall and lia luachra to rear, and we may be sure that she gave injunctions with him, and many of them",1
the youngster was brought to the woods of slieve bloom and was nursed there in secret,1
"it is likely the women were fond of him, for other than fionn there was no life about them",1
he would be their life; and their eyes may have seemed as twin benedictions resting on the small fair head,1
"he was fair-haired, and it was for his fairness that he was afterwards called fionn; but at this period he was known as deimne",1
"they saw the food they put into his little frame reproduce itself length-ways and sideways in tough inches, and in springs and energies that crawled at first, and then toddled, and then ran",1
"he had birds for playmates, but all the creatures that live in a wood must have been his comrades",1
"there would have been for little fionn long hours of lonely sunshine, when the world seemed just sunshine and a sky",1
"there would have been hours as long, when existence passed like a shade among shadows, in the multitudinous tappings of rain that dripped from leaf to leaf in the wood, and slipped so to the ground",1
"he would have known little snaky paths, narrow enough to be filled by his own small feet, or a goat's; and he would have wondered where they went, and have marvelled again to find that, wherever they went, they came at last, through loops and twists of the branchy wood, to his own door",1
"he may have thought of his own door as the beginning and end of the world, whence all things went, and whither all things came",1
"perhaps he did not see the lark for a long time, but he would have heard him, far out of sight in the endless sky, thrilling and thrilling until the world seemed to have no other sound but that clear sweetness; and what a world it was to make that sound",1
"whistles and chirps, coos and caws and croaks, would have grown familiar to him",1
and he could at last have told which brother of the great brotherhood was making the noise he heard at any moment,1
the wind too: he would have listened to its thousand voices as it moved in all seasons and in all moods,1
"perhaps a horse would stray into the thick screen about his home, and would look as solemnly on fionn as fionn did on it",1
"or, coming suddenly on him, the horse might stare, all a-cock with eyes and ears and nose, one long-drawn facial extension, ere he turned and bounded away with manes all over him and hoofs all under him and tails all round him",1
"a solemn-nosed, stern-eyed cow would amble and stamp in his wood to find a flyless shadow; or a strayed sheep would poke its gentle muzzle through leaves",1
"a boy, he might think, as he stared on a staring horse, a boy cannot wag his tail to keep the flies off, and that lack may have saddened him",1
"he may have thought that a cow can snort and be dignified at the one moment, and that timidity is comely in a sheep",1
"he would have scolded the jackdaw, and tried to out-whistle the throstle, and wondered why his pipe got tired when the blackbird's didn't",1
"there would be flies to be watched, slender atoms in yellow gauze that flew, and filmy specks that flittered, and sturdy, thick-ribbed brutes that pounced like cats and bit like dogs and flew like lightning",1
he may have mourned for the spider in bad luck who caught that fly,1
"there would be much to see and remember and compare, and there would be, always, his two guardians",1
"the flies change from second to second; one cannot tell if this bird is a visitor or an inhabitant, and a sheep is just sister to a sheep; but the women were as rooted as the house itself",1
fionn would not know,1
"this was the one who picked him up when he fell, and that was the one who patted the bruise",1
this one said: mind you do not tumble in the well  and that one: mind the little knees among the nettles  but he did tumble and record that the only notable thing about a well is that it is wet,1
"and as for nettles, if they hit him he hit back",1
he slashed into them with a stick and brought them low,1
"there was nothing in wells or nettles, only women dreaded them",1
"one patronised women and instructed them and comforted them, for they were afraid about one",1
they thought that one should not climb a tree,1
"next week, they said at last, you may climb this one, and next week lived at the end of the world",1
but the tree that was climbed was not worth while when it had been climbed twice,1
there was a bigger one near by,1
"there were trees that no one could climb, with vast shadow on one side and vaster sunshine on the other",1
"it took a long time to walk round them, and you could not see their tops",1
"it was pleasant to stand on a branch that swayed and sprung, and it was good to stare at an impenetrable roof of leaves and then climb into it",1
how wonderful the loneliness was up there,1
"when he looked down there was an undulating floor of leaves, green and green and greener to a very blackness of greeniness; and when he looked up there were leaves again, green and less green and not green at all, up to a very snow and blindness of greeniness; and above and below and around there was sway and motion, the whisper of leaf on leaf, and the eternal silence to which one listened and at which one tried to look",1
"when he was six years of age his mother, beautiful, long-haired muirne, came to see him",1
"she came secretly, for she feared the sons of morna, and she had paced through lonely places in many counties before she reached the hut in the wood, and the cot where he lay with his fists shut and sleep gripped in them",1
he awakened to be sure,1
"he would have one ear that would catch an unusual voice, one eye that would open, however sleepy the other one was",1
"she took him in her arms and kissed him, and she sang a sleepy song until the small boy slept again",1
"we may be sure that the eye that could stay open stayed open that night as long as it could, and that the one ear listened to the sleepy song until the song got too low to be heard, until it was too tender to be felt vibrating along those soft arms, until fionn was asleep again, with a new picture in his little head and a new notion to ponder on",1
the mother of himself,1
his own mother,1
but when he awakened she was gone,1
"she was going back secretly, in dread of the sons of morna, slipping through gloomy woods, keeping away from habitations, getting by desolate and lonely ways to her lord in kerry",1
"perhaps it was he that was afraid of the sons of morna, and perhaps she loved him",1
"bovmall was uail's sister, and, consequently, fionn's aunt",1
"only such a blood-tie could have bound them to the clann-baiscne, for it is not easy, having moved in the world of court and camp, to go hide with a baby in a wood; and to live, as they must have lived, in terror",1
what stories they would have told the child of the sons of morna,1
"of morna himself, the huge-shouldered, stern-eyed, violent connachtman; and of his sons--young goll mor mac morna in particular, as huge-shouldered as his father, as fierce in the onset, but merry-eyed when the other was grim, and bubbling with a laughter that made men forgive even his butcheries",1
"of cona'n mael mac morna his brother, gruff as a badger, bearded like a boar, bald as a crow, and with a tongue that could manage an insult where another man would not find even a stammer",1
"his boast was that when he saw an open door he went into it, and when he saw a closed door he went into it",1
"when he saw a peaceful man he insulted him, and when he met a man who was not peaceful he insulted him",1
"there was garra duv mac morna, and savage art og, who cared as little for their own skins as they did for the next man's, and garra must have been rough indeed to have earned in that clan the name of the rough mac morna",1
"there were others: wild connachtmen all, as untameable, as unaccountable as their own wonderful countryside",1
"fionn would have heard much of them, and it is likely that he practised on a nettle at taking the head off goll, and that he hunted a sheep from cover in the implacable manner he intended later on for cona'n the swearer",1
but it is of uail mac baiscne he would have heard most,1
"with what a dilation of spirit the ladies would have told tales of him, fionn's father",1
"how their voices would have become a chant as feat was added to feat, glory piled on glory",1
the most famous of men and the most beautiful; the hardest fighter; the easiest giver; the kingly champion; the chief of the fianna na h-eirinn,1
"tales of how he had been way-laid and got free; of how he had been generous and got free; of how he had been angry and went marching with the speed of an eagle and the direct onfall of a storm; while in front and at the sides, angled from the prow of his terrific advance, were fleeing multitudes who did not dare to wait and scarce had time to run",1
"and of how at last, when the time came to quell him, nothing less than the whole might of ireland was sufficient for that great downfall",1
"we may be sure that on these adventures fionn was with his father, going step for step with the long-striding hero, and heartening him mightily",1
"one of them would take a thorn switch in her hand, and fionn would take a thorn switch in his hand, and each would try to strike the other running round a tree",1
"you had to go fast to keep away from the switch behind, and a small boy feels a switch",1
"fionn would run his best to get away from that prickly stinger, but how he would run when it was his turn to deal the strokes",1
"with reason too, for his nurses had suddenly grown implacable",1
"they pursued him with a savagery which he could not distinguish from hatred, and they swished him well whenever they got the chance",1
fionn learned to run,1
"after a while he could buzz around a tree like a maddened fly, and oh, the joy, when he felt himself drawing from the switch and gaining from behind on its bearer",1
how he strained and panted to catch on that pursuing person and pursue her and get his own switch into action,1
he learned to jump by chasing hares in a bumpy field,1
